"formula","CoreID","presence","Incubation_Temp","A_priori_CUE","n"
"C22H34O14","25C_6",1,"25C","High",5
"C22H34O14","25C_7",1,"25C","High",5
"C22H34O14","25C_8",1,"25C","Low",6
"C22H34O14","45C_1",1,"45C","High",4
"C22H34O14","45C_2",1,"45C","Low",5
"C22H34O14","45C_3",1,"45C","Low",5
"C22H34O14","45C_4",1,"45C","High",4
"C22H34O14","45C_5",1,"45C","Low",5
"C22H34O14","45C_6",1,"45C","High",4
"C22H34O14","45C_7",1,"45C","High",4
"C22H34O14","45C_8",1,"45C","Low",5
"C26H34O11","15C_1",1,"15C","High",8
"C26H34O11","15C_2",1,"15C","Low",8
"C26H34O11","15C_3",1,"15C","Low",8
"C26H34O11","15C_4",1,"15C","High",8
"C26H34O11","15C_5",1,"15C","Low",8
"C26H34O11","15C_6",1,"15C","High",8
"C26H34O11","15C_7",1,"15C","High",8
"C26H34O11","15C_8",1,"15C","Low",8
"C26H34O11","25C_1",1,"25C","High",8
"C26H34O11","25C_2",1,"25C","Low",7
"C26H34O11","25C_3",1,"25C","Low",7
"C26H34O11","25C_4",1,"25C","High",8
"C26H34O11","25C_5",1,"25C","Low",7
"C26H34O11","25C_6",1,"25C","High",8
"C26H34O11","25C_7",1,"25C","High",8
"C26H34O11","25C_8",1,"25C","Low",7
"C26H34O11","45C_1",1,"45C","High",8
"C26H34O11","45C_2",1,"45C","Low",8
"C26H34O11","45C_3",1,"45C","Low",8
"C26H34O11","45C_4",1,"45C","High",8
"C26H34O11","45C_5",1,"45C","Low",8
"C26H34O11","45C_6",1,"45C","High",8
"C26H34O11","45C_7",1,"45C","High",8
"C26H34O11","45C_8",1,"45C","Low",8
"C23H38O11S1","15C_2",1,"15C","Low",3
"C23H38O11S1","15C_3",1,"15C","Low",3
"C23H38O11S1","15C_5",1,"15C","Low",3
"C23H38O11S1","25C_4",1,"25C","High",3
"C23H38O11S1","25C_6",1,"25C","High",3
"C23H38O11S1","25C_7",1,"25C","High",3
"C24H38O10","15C_1",1,"15C","High",8
"C24H38O10","15C_2",1,"15C","Low",8
"C24H38O10","15C_3",1,"15C","Low",8
"C24H38O10","15C_4",1,"15C","High",8
"C24H38O10","15C_5",1,"15C","Low",8
"C24H38O10","15C_6",1,"15C","High",8
"C24H38O10","15C_7",1,"15C","High",8
"C24H38O10","15C_8",1,"15C","Low",8
"C24H38O10","25C_1",1,"25C","High",8
"C24H38O10","25C_2",1,"25C","Low",8
"C24H38O10","25C_3",1,"25C","Low",8
"C24H38O10","25C_4",1,"25C","High",8
"C24H38O10","25C_5",1,"25C","Low",8
"C24H38O10","25C_6",1,"25C","High",8
"C24H38O10","25C_7",1,"25C","High",8
"C24H38O10","25C_8",1,"25C","Low",8
"C24H38O10","45C_1",1,"45C","High",8
"C24H38O10","45C_2",1,"45C","Low",9
"C24H38O10","45C_3",1,"45C","Low",9
"C24H38O10","45C_4",1,"45C","High",8
"C24H38O10","45C_5",1,"45C","Low",9
"C24H38O10","45C_6",1,"45C","High",8
"C24H38O10","45C_7",1,"45C","High",8
"C24H38O10","45C_8",1,"45C","Low",9
"C24H38O10","45C_2",1,"45C","Low",9
"C23H38O13","15C_1",1,"15C","High",8
"C23H38O13","15C_2",1,"15C","Low",8
"C23H38O13","15C_3",1,"15C","Low",8
"C23H38O13","15C_4",1,"15C","High",8
"C23H38O13","15C_5",1,"15C","Low",8
"C23H38O13","15C_6",1,"15C","High",8
"C23H38O13","15C_7",1,"15C","High",8
"C23H38O13","15C_8",1,"15C","Low",8
"C23H38O13","25C_1",1,"25C","High",8
"C23H38O13","25C_2",1,"25C","Low",8
"C23H38O13","25C_3",1,"25C","Low",8
"C23H38O13","25C_4",1,"25C","High",8
"C23H38O13","25C_5",1,"25C","Low",8
"C23H38O13","25C_6",1,"25C","High",8
"C23H38O13","25C_7",1,"25C","High",8
"C23H38O13","25C_8",1,"25C","Low",8
"C23H38O13","45C_1",1,"45C","High",8
"C23H38O13","45C_2",1,"45C","Low",8
"C23H38O13","45C_3",1,"45C","Low",8
"C23H38O13","45C_4",1,"45C","High",8
"C23H38O13","45C_5",1,"45C","Low",8
"C23H38O13","45C_6",1,"45C","High",8
"C23H38O13","45C_7",1,"45C","High",8
"C23H38O13","45C_8",1,"45C","Low",8
"C27H38O10","15C_1",1,"15C","High",8
"C27H38O10","15C_2",1,"15C","Low",8
"C27H38O10","15C_3",1,"15C","Low",8
"C27H38O10","15C_4",1,"15C","High",8
"C27H38O10","15C_5",1,"15C","Low",8
"C27H38O10","15C_6",1,"15C","High",8
"C27H38O10","15C_7",1,"15C","High",8
"C27H38O10","15C_8",1,"15C","Low",8
"C27H38O10","25C_1",1,"25C","High",8
"C27H38O10","25C_2",1,"25C","Low",8
"C27H38O10","25C_3",1,"25C","Low",8
"C27H38O10","25C_4",1,"25C","High",8
"C27H38O10","25C_5",1,"25C","Low",8
"C27H38O10","25C_6",1,"25C","High",8
"C27H38O10","25C_7",1,"25C","High",8
"C27H38O10","25C_8",1,"25C","Low",8
"C27H38O10","45C_1",1,"45C","High",7
"C27H38O10","45C_2",1,"45C","Low",8
"C27H38O10","45C_3",1,"45C","Low",8
"C27H38O10","45C_4",1,"45C","High",7
"C27H38O10","45C_5",1,"45C","Low",8
"C27H38O10","45C_6",1,"45C","High",7
"C27H38O10","45C_7",1,"45C","High",7
"C27H38O10","45C_8",1,"45C","Low",8
"C25H42O9","15C_1",1,"15C","High",8
"C25H42O9","15C_2",1,"15C","Low",8
"C25H42O9","15C_3",1,"15C","Low",8
"C25H42O9","15C_4",1,"15C","High",8
"C25H42O9","15C_5",1,"15C","Low",8
"C25H42O9","15C_6",1,"15C","High",8
"C25H42O9","15C_7",1,"15C","High",8
"C25H42O9","15C_8",1,"15C","Low",8
"C25H42O9","25C_1",1,"25C","High",8
"C25H42O9","25C_2",1,"25C","Low",8
"C25H42O9","25C_3",1,"25C","Low",8
"C25H42O9","25C_4",1,"25C","High",8
"C25H42O9","25C_5",1,"25C","Low",8
"C25H42O9","25C_6",1,"25C","High",8
"C25H42O9","25C_7",1,"25C","High",8
"C25H42O9","25C_8",1,"25C","Low",8
"C25H42O9","45C_1",1,"45C","High",8
"C25H42O9","45C_2",1,"45C","Low",8
"C25H42O9","45C_3",1,"45C","Low",8
"C25H42O9","45C_4",1,"45C","High",8
"C25H42O9","45C_5",1,"45C","Low",8
"C25H42O9","45C_6",1,"45C","High",8
"C25H42O9","45C_7",1,"45C","High",8
"C25H42O9","45C_8",1,"45C","Low",8
"C24H42O12","15C_1",1,"15C","High",8
"C24H42O12","15C_2",1,"15C","Low",8
"C24H42O12","15C_3",1,"15C","Low",8
"C24H42O12","15C_4",1,"15C","High",8
"C24H42O12","15C_5",1,"15C","Low",8
"C24H42O12","15C_6",1,"15C","High",8
"C24H42O12","15C_7",1,"15C","High",8
"C24H42O12","15C_8",1,"15C","Low",8
"C24H42O12","25C_1",1,"25C","High",8
"C24H42O12","25C_2",1,"25C","Low",8
"C24H42O12","25C_3",1,"25C","Low",8
"C24H42O12","25C_4",1,"25C","High",8
"C24H42O12","25C_5",1,"25C","Low",8
"C24H42O12","25C_6",1,"25C","High",8
"C24H42O12","25C_7",1,"25C","High",8
"C24H42O12","25C_8",1,"25C","Low",8
"C24H42O12","45C_1",1,"45C","High",8
"C24H42O12","45C_2",1,"45C","Low",8
"C24H42O12","45C_3",1,"45C","Low",8
"C24H42O12","45C_4",1,"45C","High",8
"C24H42O12","45C_5",1,"45C","Low",8
"C24H42O12","45C_6",1,"45C","High",8
"C24H42O12","45C_7",1,"45C","High",8
"C24H42O12","45C_8",1,"45C","Low",8
"C28H42O9","15C_1",1,"15C","High",8
"C28H42O9","15C_2",1,"15C","Low",8
"C28H42O9","15C_3",1,"15C","Low",8
"C28H42O9","15C_4",1,"15C","High",8
"C28H42O9","15C_5",1,"15C","Low",8
"C28H42O9","15C_6",1,"15C","High",8
"C28H42O9","15C_7",1,"15C","High",8
"C28H42O9","15C_8",1,"15C","Low",8
"C28H42O9","25C_1",1,"25C","High",8
"C28H42O9","25C_2",1,"25C","Low",8
"C28H42O9","25C_3",1,"25C","Low",8
"C28H42O9","25C_4",1,"25C","High",8
"C28H42O9","25C_5",1,"25C","Low",8
"C28H42O9","25C_6",1,"25C","High",8
"C28H42O9","25C_7",1,"25C","High",8
"C28H42O9","25C_8",1,"25C","Low",8
"C28H42O9","45C_1",1,"45C","High",8
"C28H42O9","45C_2",1,"45C","Low",8
"C28H42O9","45C_3",1,"45C","Low",8
"C28H42O9","45C_4",1,"45C","High",8
"C28H42O9","45C_5",1,"45C","Low",8
"C28H42O9","45C_6",1,"45C","High",8
"C28H42O9","45C_7",1,"45C","High",8
"C28H42O9","45C_8",1,"45C","Low",8
"C26H46O8","15C_1",1,"15C","High",8
"C26H46O8","15C_2",1,"15C","Low",8
"C26H46O8","15C_3",1,"15C","Low",8
"C26H46O8","15C_4",1,"15C","High",8
"C26H46O8","15C_5",1,"15C","Low",8
"C26H46O8","15C_6",1,"15C","High",8
"C26H46O8","15C_7",1,"15C","High",8
"C26H46O8","15C_8",1,"15C","Low",8
"C26H46O8","25C_1",1,"25C","High",6
"C26H46O8","25C_2",1,"25C","Low",8
"C26H46O8","25C_3",1,"25C","Low",8
"C26H46O8","25C_4",1,"25C","High",6
"C26H46O8","25C_5",1,"25C","Low",8
"C26H46O8","25C_6",1,"25C","High",6
"C26H46O8","25C_7",1,"25C","High",6
"C26H46O8","25C_8",1,"25C","Low",8
"C26H46O8","45C_1",1,"45C","High",8
"C26H46O8","45C_2",1,"45C","Low",8
"C26H46O8","45C_3",1,"45C","Low",8
"C26H46O8","45C_4",1,"45C","High",8
"C26H46O8","45C_5",1,"45C","Low",8
"C26H46O8","45C_6",1,"45C","High",8
"C26H46O8","45C_7",1,"45C","High",8
"C26H46O8","45C_8",1,"45C","Low",8
"C25H46O11","15C_1",1,"15C","High",8
"C25H46O11","15C_2",1,"15C","Low",8
"C25H46O11","15C_3",1,"15C","Low",8
"C25H46O11","15C_4",1,"15C","High",8
"C25H46O11","15C_5",1,"15C","Low",8
"C25H46O11","15C_6",1,"15C","High",8
"C25H46O11","15C_7",1,"15C","High",8
"C25H46O11","15C_8",1,"15C","Low",8
"C25H46O11","25C_1",1,"25C","High",8
"C25H46O11","25C_2",1,"25C","Low",7
"C25H46O11","25C_3",1,"25C","Low",7
"C25H46O11","25C_4",1,"25C","High",8
"C25H46O11","25C_5",1,"25C","Low",7
"C25H46O11","25C_6",1,"25C","High",8
"C25H46O11","25C_7",1,"25C","High",8
"C25H46O11","25C_8",1,"25C","Low",7
"C25H46O11","45C_1",1,"45C","High",8
"C25H46O11","45C_2",1,"45C","Low",8
"C25H46O11","45C_3",1,"45C","Low",8
"C25H46O11","45C_4",1,"45C","High",8
"C25H46O11","45C_5",1,"45C","Low",8
"C25H46O11","45C_6",1,"45C","High",8
"C25H46O11","45C_7",1,"45C","High",8
"C25H46O11","45C_8",1,"45C","Low",8
"C29H46O8","25C_2",1,"25C","Low",3
"C29H46O8","25C_5",1,"25C","Low",3
"C29H46O8","45C_2",1,"45C","Low",4
"C29H46O8","45C_3",1,"45C","Low",4
"C29H46O8","45C_5",1,"45C","Low",4
"C27H50O7","15C_1",1,"15C","High",3
"C27H50O7","15C_4",1,"15C","High",3
"C27H50O7","15C_7",1,"15C","High",3
"C25H33O11N1","15C_1",1,"15C","High",4
"C25H33O11N1","15C_2",1,"15C","Low",4
"C25H33O11N1","15C_3",1,"15C","Low",4
"C25H33O11N1","15C_4",1,"15C","High",4
"C25H33O11N1","15C_5",1,"15C","Low",4
"C25H33O11N1","15C_6",1,"15C","High",4
"C25H33O11N1","15C_7",1,"15C","High",4
"C25H33O11N1","15C_8",1,"15C","Low",4
"C25H33O11N1","25C_1",1,"25C","High",4
"C25H33O11N1","25C_2",1,"25C","Low",4
"C25H33O11N1","25C_3",1,"25C","Low",4
"C25H33O11N1","25C_4",1,"25C","High",4
"C25H33O11N1","25C_5",1,"25C","Low",4
"C25H33O11N1","25C_6",1,"25C","High",4
"C25H33O11N1","25C_7",1,"25C","High",4
"C25H33O11N1","25C_8",1,"25C","Low",4
"C25H33O11N1","45C_1",1,"45C","High",4
"C25H33O11N1","45C_2",1,"45C","Low",4
"C25H33O11N1","45C_3",1,"45C","Low",4
"C25H33O11N1","45C_4",1,"45C","High",4
"C25H33O11N1","45C_5",1,"45C","Low",4
"C25H33O11N1","45C_6",1,"45C","High",4
"C25H33O11N1","45C_7",1,"45C","High",4
"C25H33O11N1","45C_8",1,"45C","Low",4
"C26H37O10N1","15C_1",1,"15C","High",3
"C26H37O10N1","15C_2",1,"15C","Low",4
"C26H37O10N1","15C_3",1,"15C","Low",4
"C26H37O10N1","15C_4",1,"15C","High",3
"C26H37O10N1","15C_5",1,"15C","Low",4
"C26H37O10N1","15C_6",1,"15C","High",3
"C26H37O10N1","15C_8",1,"15C","Low",4
"C26H37O10N1","25C_1",1,"25C","High",4
"C26H37O10N1","25C_2",1,"25C","Low",4
"C26H37O10N1","25C_3",1,"25C","Low",4
"C26H37O10N1","25C_4",1,"25C","High",4
"C26H37O10N1","25C_5",1,"25C","Low",4
"C26H37O10N1","25C_6",1,"25C","High",4
"C26H37O10N1","25C_7",1,"25C","High",4
"C26H37O10N1","25C_8",1,"25C","Low",4
"C26H37O10N1","45C_1",1,"45C","High",4
"C26H37O10N1","45C_2",1,"45C","Low",4
"C26H37O10N1","45C_3",1,"45C","Low",4
"C26H37O10N1","45C_4",1,"45C","High",4
"C26H37O10N1","45C_5",1,"45C","Low",4
"C26H37O10N1","45C_6",1,"45C","High",4
"C26H37O10N1","45C_7",1,"45C","High",4
"C26H37O10N1","45C_8",1,"45C","Low",4
"C26H20O12","15C_2",1,"15C","Low",3
"C26H20O12","15C_3",1,"15C","Low",3
"C26H20O12","15C_5",1,"15C","Low",3
"C26H20O12","25C_4",1,"25C","High",3
"C26H20O12","25C_6",1,"25C","High",3
"C26H20O12","25C_7",1,"25C","High",3
"C26H20O12","45C_2",1,"45C","Low",3
"C26H20O12","45C_3",1,"45C","Low",3
"C26H20O12","45C_5",1,"45C","Low",3
"C24H24O11","15C_3",1,"15C","Low",6
"C24H24O11","15C_8",1,"15C","Low",6
"C23H24O14","15C_1",1,"15C","High",4
"C23H24O14","15C_2",1,"15C","Low",4
"C23H24O14","15C_3",1,"15C","Low",4
"C23H24O14","15C_4",1,"15C","High",4
"C23H24O14","15C_5",1,"15C","Low",4
"C23H24O14","15C_6",1,"15C","High",4
"C23H24O14","15C_7",1,"15C","High",4
"C23H24O14","15C_8",1,"15C","Low",4
"C23H24O14","25C_1",1,"25C","High",4
"C23H24O14","25C_2",1,"25C","Low",4
"C23H24O14","25C_3",1,"25C","Low",4
"C23H24O14","25C_4",1,"25C","High",4
"C23H24O14","25C_5",1,"25C","Low",4
"C23H24O14","25C_6",1,"25C","High",4
"C23H24O14","25C_7",1,"25C","High",4
"C23H24O14","25C_8",1,"25C","Low",4
"C23H24O14","45C_1",1,"45C","High",4
"C23H24O14","45C_2",1,"45C","Low",4
"C23H24O14","45C_3",1,"45C","Low",4
"C23H24O14","45C_4",1,"45C","High",4
"C23H24O14","45C_5",1,"45C","Low",4
"C23H24O14","45C_6",1,"45C","High",4
"C23H24O14","45C_7",1,"45C","High",4
"C23H24O14","45C_8",1,"45C","Low",4
"C21H28O13","15C_1",1,"15C","High",8
"C21H28O13","15C_2",1,"15C","Low",8
"C21H28O13","15C_3",1,"15C","Low",8
"C21H28O13","15C_4",1,"15C","High",8
"C21H28O13","15C_5",1,"15C","Low",8
"C21H28O13","15C_6",1,"15C","High",8
"C21H28O13","15C_7",1,"15C","High",8
"C21H28O13","15C_8",1,"15C","Low",8
"C21H28O13","25C_1",1,"25C","High",8
"C21H28O13","25C_2",1,"25C","Low",7
"C21H28O13","25C_4",1,"25C","High",8
"C21H28O13","25C_5",1,"25C","Low",7
"C21H28O13","25C_6",1,"25C","High",8
"C21H28O13","25C_7",1,"25C","High",8
"C21H28O13","25C_8",1,"25C","Low",7
"C21H28O13","45C_1",1,"45C","High",7
"C21H28O13","45C_2",1,"45C","Low",7
"C21H28O13","45C_3",1,"45C","Low",7
"C21H28O13","45C_4",1,"45C","High",7
"C21H28O13","45C_6",1,"45C","High",7
"C21H28O13","45C_8",1,"45C","Low",7
"C27H24O11","15C_1",1,"15C","High",4
"C27H24O11","15C_2",1,"15C","Low",4
"C27H24O11","15C_3",1,"15C","Low",4
"C27H24O11","15C_4",1,"15C","High",4
"C27H24O11","15C_5",1,"15C","Low",4
"C27H24O11","15C_6",1,"15C","High",4
"C27H24O11","15C_7",1,"15C","High",4
"C27H24O11","15C_8",1,"15C","Low",4
"C27H24O11","25C_1",1,"25C","High",4
"C27H24O11","25C_2",1,"25C","Low",4
"C27H24O11","25C_3",1,"25C","Low",4
"C27H24O11","25C_4",1,"25C","High",4
"C27H24O11","25C_5",1,"25C","Low",4
"C27H24O11","25C_6",1,"25C","High",4
"C27H24O11","25C_7",1,"25C","High",4
"C27H24O11","25C_8",1,"25C","Low",4
"C27H24O11","45C_1",1,"45C","High",4
"C27H24O11","45C_2",1,"45C","Low",4
"C27H24O11","45C_3",1,"45C","Low",4
"C27H24O11","45C_4",1,"45C","High",4
"C27H24O11","45C_5",1,"45C","Low",4
"C27H24O11","45C_6",1,"45C","High",4
"C27H24O11","45C_7",1,"45C","High",4
"C27H24O11","45C_8",1,"45C","Low",4
"C25H28O10","15C_1",1,"15C","High",7
"C25H28O10","15C_2",1,"15C","Low",8
"C25H28O10","15C_3",1,"15C","Low",8
"C25H28O10","15C_4",1,"15C","High",7
"C25H28O10","15C_5",1,"15C","Low",8
"C25H28O10","15C_7",1,"15C","High",7
"C25H28O10","15C_8",1,"15C","Low",8
"C25H28O10","25C_2",1,"25C","Low",7
"C25H28O10","25C_3",1,"25C","Low",7
"C25H28O10","25C_4",1,"25C","High",5
"C25H28O10","25C_5",1,"25C","Low",7
"C25H28O10","45C_3",1,"45C","Low",5
"C24H28O13","15C_1",1,"15C","High",7
"C24H28O13","15C_2",1,"15C","Low",7
"C24H28O13","15C_3",1,"15C","Low",7
"C24H28O13","15C_4",1,"15C","High",7
"C24H28O13","15C_5",1,"15C","Low",7
"C24H28O13","15C_6",1,"15C","High",7
"C24H28O13","15C_7",1,"15C","High",7
"C24H28O13","15C_8",1,"15C","Low",7
"C24H28O13","25C_1",1,"25C","High",5
"C24H28O13","25C_2",1,"25C","Low",6
"C24H28O13","25C_3",1,"25C","Low",6
"C24H28O13","25C_4",1,"25C","High",5
"C24H28O13","25C_5",1,"25C","Low",6
"C24H28O13","25C_6",1,"25C","High",5
"C24H28O13","25C_7",1,"25C","High",5
"C24H28O13","25C_8",1,"25C","Low",6
"C24H28O13","45C_1",1,"45C","High",4
"C24H28O13","45C_2",1,"45C","Low",4
"C24H28O13","45C_3",1,"45C","Low",4
"C24H28O13","45C_4",1,"45C","High",4
"C24H28O13","45C_5",1,"45C","Low",4
"C24H28O13","45C_6",1,"45C","High",4
"C24H28O13","45C_7",1,"45C","High",4
"C24H28O13","45C_8",1,"45C","Low",4
"C22H32O12","15C_1",1,"15C","High",8
"C22H32O12","15C_2",1,"15C","Low",8
"C22H32O12","15C_3",1,"15C","Low",8
"C22H32O12","15C_4",1,"15C","High",8
"C22H32O12","15C_5",1,"15C","Low",8
"C22H32O12","15C_6",1,"15C","High",8
"C22H32O12","15C_7",1,"15C","High",8
"C22H32O12","15C_8",1,"15C","Low",8
"C22H32O12","25C_1",1,"25C","High",8
"C22H32O12","25C_2",1,"25C","Low",8
"C22H32O12","25C_3",1,"25C","Low",8
"C22H32O12","25C_4",1,"25C","High",8
"C22H32O12","25C_5",1,"25C","Low",8
"C22H32O12","25C_6",1,"25C","High",8
"C22H32O12","25C_7",1,"25C","High",8
"C22H32O12","25C_8",1,"25C","Low",8
"C22H32O12","45C_1",1,"45C","High",8
"C22H32O12","45C_2",1,"45C","Low",8
"C22H32O12","45C_3",1,"45C","Low",8
"C22H32O12","45C_4",1,"45C","High",8
"C22H32O12","45C_5",1,"45C","Low",8
"C22H32O12","45C_6",1,"45C","High",8
"C22H32O12","45C_7",1,"45C","High",8
"C22H32O12","45C_8",1,"45C","Low",8
"C28H28O10","15C_2",1,"15C","Low",4
"C28H28O10","15C_3",1,"15C","Low",4
"C28H28O10","15C_4",1,"15C","High",3
"C28H28O10","15C_5",1,"15C","Low",4
"C28H28O10","15C_6",1,"15C","High",3
"C28H28O10","15C_7",1,"15C","High",3
"C28H28O10","15C_8",1,"15C","Low",4
"C28H28O10","25C_1",1,"25C","High",4
"C28H28O10","25C_2",1,"25C","Low",4
"C28H28O10","25C_3",1,"25C","Low",4
"C28H28O10","25C_4",1,"25C","High",4
"C28H28O10","25C_5",1,"25C","Low",4
"C28H28O10","25C_6",1,"25C","High",4
"C28H28O10","25C_7",1,"25C","High",4
"C28H28O10","25C_8",1,"25C","Low",4
"C28H28O10","45C_1",1,"45C","High",3
"C28H28O10","45C_2",1,"45C","Low",4
"C28H28O10","45C_3",1,"45C","Low",4
"C28H28O10","45C_4",1,"45C","High",3
"C28H28O10","45C_5",1,"45C","Low",4
"C28H28O10","45C_7",1,"45C","High",3
"C28H28O10","45C_8",1,"45C","Low",4
"C21H32O15","15C_2",1,"15C","Low",3
"C21H32O15","15C_3",1,"15C","Low",3
"C21H32O15","15C_5",1,"15C","Low",3
"C26H32O9","15C_1",1,"15C","High",8
"C26H32O9","15C_2",1,"15C","Low",7
"C26H32O9","15C_3",1,"15C","Low",7
"C26H32O9","15C_4",1,"15C","High",8
"C26H32O9","15C_6",1,"15C","High",8
"C26H32O9","15C_7",1,"15C","High",8
"C26H32O9","15C_8",1,"15C","Low",7
"C26H32O9","25C_2",1,"25C","Low",7
"C26H32O9","25C_4",1,"25C","High",5
"C26H32O9","25C_5",1,"25C","Low",7
"C26H32O9","25C_8",1,"25C","Low",7
"C26H32O9","45C_1",1,"45C","High",6
"C26H32O9","45C_3",1,"45C","Low",7
"C26H32O9","45C_4",1,"45C","High",6
"C26H32O9","45C_5",1,"45C","Low",7
"C26H32O9","45C_8",1,"45C","Low",7
"C25H32O12","15C_1",1,"15C","High",8
"C25H32O12","15C_2",1,"15C","Low",8
"C25H32O12","15C_3",1,"15C","Low",8
"C25H32O12","15C_4",1,"15C","High",8
"C25H32O12","15C_5",1,"15C","Low",8
"C25H32O12","15C_6",1,"15C","High",8
"C25H32O12","15C_7",1,"15C","High",8
"C25H32O12","15C_8",1,"15C","Low",8
"C25H32O12","25C_1",1,"25C","High",8
"C25H32O12","25C_2",1,"25C","Low",8
"C25H32O12","25C_3",1,"25C","Low",8
"C25H32O12","25C_4",1,"25C","High",8
"C25H32O12","25C_5",1,"25C","Low",8
"C25H32O12","25C_6",1,"25C","High",8
"C25H32O12","25C_7",1,"25C","High",8
"C25H32O12","25C_8",1,"25C","Low",8
"C25H32O12","45C_1",1,"45C","High",8
"C25H32O12","45C_2",1,"45C","Low",8
"C25H32O12","45C_3",1,"45C","Low",8
"C25H32O12","45C_4",1,"45C","High",8
"C25H32O12","45C_5",1,"45C","Low",8
"C25H32O12","45C_6",1,"45C","High",8
"C25H32O12","45C_7",1,"45C","High",8
"C25H32O12","45C_8",1,"45C","Low",8
"C23H36O11","15C_1",1,"15C","High",8
"C23H36O11","15C_2",1,"15C","Low",8
"C23H36O11","15C_3",1,"15C","Low",8
"C23H36O11","15C_4",1,"15C","High",8
"C23H36O11","15C_5",1,"15C","Low",8
"C23H36O11","15C_6",1,"15C","High",8
"C23H36O11","15C_7",1,"15C","High",8
"C23H36O11","15C_8",1,"15C","Low",8
"C23H36O11","25C_1",1,"25C","High",8
"C23H36O11","25C_2",1,"25C","Low",8
"C23H36O11","25C_3",1,"25C","Low",8
"C23H36O11","25C_4",1,"25C","High",8
"C23H36O11","25C_5",1,"25C","Low",8
"C23H36O11","25C_6",1,"25C","High",8
"C23H36O11","25C_7",1,"25C","High",8
"C23H36O11","25C_8",1,"25C","Low",8
"C23H36O11","45C_1",1,"45C","High",8
"C23H36O11","45C_2",1,"45C","Low",8
"C23H36O11","45C_3",1,"45C","Low",8
"C23H36O11","45C_4",1,"45C","High",8
"C23H36O11","45C_5",1,"45C","Low",8
"C23H36O11","45C_6",1,"45C","High",8
"C23H36O11","45C_7",1,"45C","High",8
"C23H36O11","45C_8",1,"45C","Low",8
"C22H36O14","15C_1",1,"15C","High",8
"C22H36O14","15C_2",1,"15C","Low",8
"C22H36O14","15C_3",1,"15C","Low",8
"C22H36O14","15C_4",1,"15C","High",8
"C22H36O14","15C_5",1,"15C","Low",8
"C22H36O14","15C_6",1,"15C","High",8
"C22H36O14","15C_7",1,"15C","High",8
"C22H36O14","15C_8",1,"15C","Low",8
"C22H36O14","25C_1",1,"25C","High",7
"C22H36O14","25C_2",1,"25C","Low",6
"C22H36O14","25C_3",1,"25C","Low",6
"C22H36O14","25C_4",1,"25C","High",7
"C22H36O14","25C_5",1,"25C","Low",6
"C22H36O14","25C_6",1,"25C","High",7
"C22H36O14","25C_7",1,"25C","High",7
"C22H36O14","25C_8",1,"25C","Low",6
"C22H36O14","45C_1",1,"45C","High",7
"C22H36O14","45C_2",1,"45C","Low",8
"C22H36O14","45C_3",1,"45C","Low",8
"C22H36O14","45C_4",1,"45C","High",7
"C22H36O14","45C_5",1,"45C","Low",8
"C22H36O14","45C_6",1,"45C","High",7
"C22H36O14","45C_7",1,"45C","High",7
"C22H36O14","45C_8",1,"45C","Low",8
"C26H36O11","15C_1",1,"15C","High",8
"C26H36O11","15C_2",1,"15C","Low",7
"C26H36O11","15C_3",1,"15C","Low",7
"C26H36O11","15C_4",1,"15C","High",8
"C26H36O11","15C_5",1,"15C","Low",7
"C26H36O11","15C_6",1,"15C","High",8
"C26H36O11","15C_7",1,"15C","High",8
"C26H36O11","15C_8",1,"15C","Low",7
"C26H36O11","25C_1",1,"25C","High",7
"C26H36O11","25C_2",1,"25C","Low",8
"C26H36O11","25C_3",1,"25C","Low",8
"C26H36O11","25C_4",1,"25C","High",7
"C26H36O11","25C_5",1,"25C","Low",8
"C26H36O11","25C_6",1,"25C","High",7
"C26H36O11","25C_7",1,"25C","High",7
"C26H36O11","25C_8",1,"25C","Low",8
"C26H36O11","45C_1",1,"45C","High",8
"C26H36O11","45C_2",1,"45C","Low",8
"C26H36O11","45C_3",1,"45C","Low",8
"C26H36O11","45C_4",1,"45C","High",8
"C26H36O11","45C_5",1,"45C","Low",8
"C26H36O11","45C_6",1,"45C","High",8
"C26H36O11","45C_7",1,"45C","High",8
"C26H36O11","45C_8",1,"45C","Low",8
"C23H40O11S1","15C_2",1,"15C","Low",3
"C23H40O11S1","15C_5",1,"15C","Low",3
"C23H40O11S1","15C_8",1,"15C","Low",3
"C24H40O10","15C_1",1,"15C","High",8
"C24H40O10","15C_2",1,"15C","Low",8
"C24H40O10","15C_3",1,"15C","Low",8
"C24H40O10","15C_4",1,"15C","High",8
"C24H40O10","15C_5",1,"15C","Low",8
"C24H40O10","15C_6",1,"15C","High",8
"C24H40O10","15C_7",1,"15C","High",8
"C24H40O10","15C_8",1,"15C","Low",8
"C24H40O10","25C_1",1,"25C","High",8
"C24H40O10","25C_2",1,"25C","Low",8
"C24H40O10","25C_3",1,"25C","Low",8
"C24H40O10","25C_4",1,"25C","High",8
"C24H40O10","25C_5",1,"25C","Low",8
"C24H40O10","25C_6",1,"25C","High",8
"C24H40O10","25C_7",1,"25C","High",8
"C24H40O10","25C_8",1,"25C","Low",8
"C24H40O10","45C_1",1,"45C","High",8
"C24H40O10","45C_2",1,"45C","Low",8
"C24H40O10","45C_3",1,"45C","Low",8
"C24H40O10","45C_4",1,"45C","High",8
