"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C34H34O16","unsaturated/lignin","unsaturated/lignin",0.3846,-0.0588,1,0.47,2,18,0.0588
"C31H38O16S1","unsaturated/lignin","unsaturated/lignin",0.1818,-0.129,1.23,0.52,-4,13,-0.129
"C31H38O18","unsaturated/lignin","unsaturated/lignin",0.1818,-0.0645,1.23,0.58,-5,13,-0.1613
"C35H38O15","unsaturated/lignin","unsaturated/lignin",0.3455,-0.2286,1.09,0.43,2,17,0.0571
"C32H42O15S1","unsaturated/lignin","unsaturated/lignin",0.1489,-0.3125,1.31,0.47,-4,12,-0.125
"C32H42O17","unsaturated/lignin","unsaturated/lignin",0.1489,-0.25,1.31,0.53,-5,12,-0.1562
"C36H42O14","unsaturated/lignin","unsaturated/lignin",0.3103,-0.3889,1.17,0.39,2,16,0.0556
"C33H46O14S1","unsaturated/lignin","unsaturated/lignin",0.12,-0.4848,1.39,0.42,-4,11,-0.1212
"C33H46O16","unsaturated/lignin","unsaturated/lignin",0.12,-0.4242,1.39,0.48,-5,11,-0.1515
"C37H46O13","unsaturated/lignin","unsaturated/lignin",0.2787,-0.5405,1.24,0.35,2,15,0.0541
"C30H50O18","aliphatic","aliphatic",-0.1429,-0.4667,1.67,0.6,-12,6,-0.4
"C34H50O15","unsaturated/lignin","unsaturated/lignin",0.0943,-0.5882,1.47,0.44,-5,10,-0.1471
"C31H54O15S1","aliphatic","aliphatic",-0.1556,-0.7097,1.74,0.48,-11,5,-0.3548
"C31H54O17","aliphatic","aliphatic",-0.1556,-0.6452,1.74,0.55,-12,5,-0.3871
"C35H54O14","aliphatic","aliphatic",0.0714,-0.7429,1.54,0.4,-5,9,-0.1429
"C39H54O11","unsaturated/lignin","unsaturated/lignin",0.2239,-0.8205,1.38,0.28,2,13,0.0513
"C32H58O16","aliphatic","aliphatic",-0.1667,-0.8125,1.81,0.5,-12,4,-0.375
"C36H58O13","aliphatic","aliphatic",0.0508,-0.8889,1.61,0.36,-5,8,-0.1389
"C41H58O7","unsaturated/lignin","unsaturated/lignin",0.2533,-1.0732,1.41,0.17,6,13,0.1463
"C40H58O10","unsaturated/lignin","unsaturated/lignin",0.2,-0.95,1.45,0.25,2,12,0.05
"C37H62O10S1","aliphatic","aliphatic",0.0323,-1.0811,1.68,0.27,-4,7,-0.1081
"C37H62O12","aliphatic","aliphatic",0.0323,-1.027,1.68,0.32,-5,7,-0.1351
"C42H62O6","unsaturated/lignin","unsaturated/lignin",0.2308,-1.1905,1.48,0.14,6,12,0.1429
"C30H38O16N1P1","unsaturated/lignin","unsaturated/lignin",0.15,-0.1,1.27,0.53,-5,13,-0.1667
"C32H45O16N1","unsaturated/lignin","unsaturated/lignin",0.087,-0.3125,1.41,0.5,-6,11,-0.1875
"C33H49O15N1","unsaturated/lignin","unsaturated/lignin",0.0612,-0.4848,1.48,0.45,-6,10,-0.1818
"C34H53O14N1","aliphatic","aliphatic+N",0.0385,-0.6471,1.56,0.41,-6,9,-0.1765
"C33H32O17","unsaturated/lignin","unsaturated/lignin",0.3878,0.0606,0.97,0.52,1,18,0.0303
"C26H36O22","unsaturated/lignin","unsaturated/lignin",-0.1333,0.3077,1.38,0.85,-13,9,-0.5
"C30H36O19","unsaturated/lignin","unsaturated/lignin",0.1707,0.0667,1.2,0.63,-6,13,-0.2
"C34H36O16","unsaturated/lignin","unsaturated/lignin",0.3462,-0.1176,1.06,0.47,1,17,0.0294
"C31H40O16S1","unsaturated/lignin","unsaturated/lignin",0.1364,-0.1935,1.29,0.52,-5,12,-0.1613
"C31H40O18","unsaturated/lignin","unsaturated/lignin",0.1364,-0.129,1.29,0.58,-6,12,-0.1935
"C35H40O15","unsaturated/lignin","unsaturated/lignin",0.3091,-0.2857,1.14,0.43,1,16,0.0286
"C32H44O15S1","unsaturated/lignin","unsaturated/lignin",0.1064,-0.375,1.38,0.47,-5,11,-0.1562
"C43H40O7S1","aromatic","aromatic",0.5065,-0.5581,0.93,0.16,16,24,0.3721
"C32H44O17","unsaturated/lignin","unsaturated/lignin",0.1064,-0.3125,1.38,0.53,-6,11,-0.1875
"C36H44O14","unsaturated/lignin","unsaturated/lignin",0.2759,-0.4444,1.22,0.39,1,15,0.0278
"C29H48O19","aliphatic","aliphatic",-0.1795,-0.3448,1.66,0.66,-13,6,-0.4483
"C33H48O16","unsaturated/lignin","unsaturated/lignin",0.08,-0.4848,1.45,0.48,-6,10,-0.1818
"C37H48O13","unsaturated/lignin","unsaturated/lignin",0.2459,-0.5946,1.3,0.35,1,14,0.027
"C34H52O15","aliphatic","aliphatic",0.0566,-0.6471,1.53,0.44,-6,9,-0.1765
"C38H52O12","unsaturated/lignin","unsaturated/lignin",0.2188,-0.7368,1.37,0.32,1,13,0.0263
"C35H56O14","aliphatic","aliphatic",0.0357,-0.8,1.6,0.4,-6,8,-0.1714
"C40H56O8","unsaturated/lignin","unsaturated/lignin",0.25,-1,1.4,0.2,5,13,0.125
"C39H56O11","unsaturated/lignin","unsaturated/lignin",0.194,-0.8718,1.44,0.28,1,12,0.0256
"C36H60O13","aliphatic","aliphatic",0.0169,-0.9444,1.67,0.36,-6,7,-0.1667
"C40H60O10","aliphatic","aliphatic",0.1714,-1,1.5,0.25,1,11,0.025
"C37H64O12","aliphatic","aliphatic",0,-1.0811,1.73,0.32,-6,6,-0.1622
"C38H68O9S1","aliphatic","aliphatic",-0.0154,-1.2632,1.79,0.24,-5,5,-0.1316
"C34H39O15N1","unsaturated/lignin","unsaturated/lignin",0.2941,-0.1765,1.15,0.44,0,16,0
"C35H43O14N1","unsaturated/lignin","unsaturated/lignin",0.2593,-0.3429,1.23,0.4,0,15,0
"C32H47O16N1","unsaturated/lignin","unsaturated/lignin",0.0435,-0.375,1.47,0.5,-7,10,-0.2188
"C33H51O15N1","aliphatic","aliphatic+N",0.0204,-0.5455,1.55,0.45,-7,9,-0.2121
"C32H30O18","unsaturated/lignin","unsaturated/lignin",0.3913,0.1875,0.94,0.56,0,18,0
"C33H34O17","unsaturated/lignin","unsaturated/lignin",0.3469,0,1.03,0.52,0,17,0
"C30H38O19","unsaturated/lignin","unsaturated/lignin",0.122,0,1.27,0.63,-7,12,-0.2333
"C34H38O16","unsaturated/lignin","unsaturated/lignin",0.3077,-0.1765,1.12,0.47,0,16,0
"C31H42O18","unsaturated/lignin","unsaturated/lignin",0.0909,-0.1935,1.35,0.58,-7,11,-0.2258
"C35H42O15","unsaturated/lignin","unsaturated/lignin",0.2727,-0.3429,1.2,0.43,0,15,0
"C44H42O4S1","aromatic","aromatic",0.5122,-0.7273,0.95,0.09,19,24,0.4318
"C32H46O17","unsaturated/lignin","unsaturated/lignin",0.0638,-0.375,1.44,0.53,-7,10,-0.2188
"C36H46O14","unsaturated/lignin","unsaturated/lignin",0.2414,-0.5,1.28,0.39,0,14,0
"C33H50O16","aliphatic","aliphatic",0.04,-0.5455,1.52,0.48,-7,9,-0.2121
"C37H50O13","unsaturated/lignin","unsaturated/lignin",0.2131,-0.6486,1.35,0.35,0,13,0
"C34H54O15","aliphatic","aliphatic",0.0189,-0.7059,1.59,0.44,-7,8,-0.2059
"C38H54O12","unsaturated/lignin","unsaturated/lignin",0.1875,-0.7895,1.42,0.32,0,12,0
"C35H58O14","aliphatic","aliphatic",0,-0.8571,1.66,0.4,-7,7,-0.2
"C50H54O1S1","unsaturated/lignin","unsaturated/lignin",0.4639,-1,1.08,0.02,22,24,0.44
"C39H58O11","unsaturated/lignin","unsaturated/lignin",0.1642,-0.9231,1.49,0.28,0,11,0
"C36H62O13","aliphatic","aliphatic",-0.0169,-1,1.72,0.36,-7,6,-0.1944
"C40H63O8P1","aliphatic","aliphatic",0.1429,-1.175,1.57,0.2,1,10,0.025
"C40H62O10","aliphatic","aliphatic",0.1429,-1.05,1.55,0.25,0,10,0
"C33H37O16N1","unsaturated/lignin","unsaturated/lignin",0.2917,-0.0606,1.12,0.48,-1,16,-0.0303
"C34H41O15N1","unsaturated/lignin","unsaturated/lignin",0.2549,-0.2353,1.21,0.44,-1,15,-0.0294
"C35H45O14N1","unsaturated/lignin","unsaturated/lignin",0.2222,-0.4,1.29,0.4,-1,14,-0.0286
"C36H49O13N1","unsaturated/lignin","unsaturated/lignin",0.193,-0.5556,1.36,0.36,-1,13,-0.0278
"C34H57O14N1","aliphatic","aliphatic+N",-0.0385,-0.7647,1.68,0.41,-8,7,-0.2353
"C32H32O18","unsaturated/lignin","unsaturated/lignin",0.3478,0.125,1,0.56,-1,17,-0.0312
"C33H36O17","unsaturated/lignin","unsaturated/lignin",0.3061,-0.0606,1.09,0.52,-1,16,-0.0303
"C37H36O14","unsaturated/lignin","unsaturated/lignin",0.4333,-0.2162,0.97,0.38,6,20,0.1622
"C34H40O16","unsaturated/lignin","unsaturated/lignin",0.2692,-0.2353,1.18,0.47,-1,15,-0.0294
"C27H44O21","aliphatic","aliphatic",-0.2727,-0.0741,1.63,0.78,-15,6,-0.5556
"C31H44O18","unsaturated/lignin","unsaturated/lignin",0.0455,-0.2581,1.42,0.58,-8,10,-0.2581
"C35H44O15","unsaturated/lignin","unsaturated/lignin",0.2364,-0.4,1.26,0.43,-1,14,-0.0286
"C32H48O17","aliphatic","aliphatic",0.0213,-0.4375,1.5,0.53,-8,9,-0.25
"C36H48O14","unsaturated/lignin","unsaturated/lignin",0.2069,-0.5556,1.33,0.39,-1,13,-0.0278
"C33H52O14S1","aliphatic","aliphatic",0,-0.6667,1.58,0.42,-7,8,-0.2121
"C37H52O11S1","unsaturated/lignin","unsaturated/lignin",0.1803,-0.7568,1.41,0.3,0,12,0
"C33H52O16","aliphatic","aliphatic",0,-0.6061,1.58,0.48,-8,8,-0.2424
"C37H52O13","unsaturated/lignin","unsaturated/lignin",0.1803,-0.7027,1.41,0.35,-1,12,-0.027
"C34H56O15","aliphatic","aliphatic",-0.0189,-0.7647,1.65,0.44,-8,7,-0.2353
"C49H52O2S1","unsaturated/lignin","unsaturated/lignin",0.4681,-0.9388,1.06,0.04,21,24,0.4286
"C38H56O12","unsaturated/lignin","unsaturated/lignin",0.1562,-0.8421,1.47,0.32,-1,11,-0.0263
"C35H60O14","aliphatic","aliphatic",-0.0357,-0.9143,1.71,0.4,-8,6,-0.2286
"C40H60O8","aliphatic","aliphatic",0.1944,-1.1,1.5,0.2,3,11,0.075
"C39H60O11","aliphatic","aliphatic",0.1343,-0.9744,1.54,0.28,-1,10,-0.0256
"C36H64O13","aliphatic","aliphatic",-0.0508,-1.0556,1.78,0.36,-8,5,-0.2222
"C41H64O7","aliphatic","aliphatic",0.1733,-1.2195,1.56,0.17,3,10,0.0732
"C40H64O10","aliphatic","aliphatic",0.1143,-1.1,1.6,0.25,-1,9,-0.025
"C33H39O16N1","unsaturated/lignin","unsaturated/lignin",0.25,-0.1212,1.18,0.48,-2,15,-0.0606
"C36H51O13N1","unsaturated/lignin","unsaturated/lignin",0.1579,-0.6111,1.42,0.36,-2,12,-0.0556
"C31H30O19","unsaturated/lignin","unsaturated/lignin",0.3488,0.2581,0.97,0.61,-2,17,-0.0645
"C35H30O16","unsaturated/lignin","unsaturated/lignin",0.4815,0.0571,0.86,0.46,5,21,0.1429
"C32H34O18","unsaturated/lignin","unsaturated/lignin",0.3043,0.0625,1.06,0.56,-2,16,-0.0625
"C36H34O15","unsaturated/lignin","unsaturated/lignin",0.4386,-0.1111,0.94,0.42,5,20,0.1389
"C33H38O17","unsaturated/lignin","unsaturated/lignin",0.2653,-0.1212,1.15,0.52,-2,15,-0.0606
"C30H43O17P1","unsaturated/lignin","unsaturated/lignin",0.0244,-0.3,1.43,0.57,-8,10,-0.2667
"C37H38O14","unsaturated/lignin","unsaturated/lignin",0.4,-0.2703,1.03,0.38,5,19,0.1351
"C34H42O16","unsaturated/lignin","unsaturated/lignin",0.2308,-0.2941,1.24,0.47,-2,14,-0.0588
"C42H42O8S1","unsaturated/lignin","unsaturated/lignin",0.4595,-0.5714,1,0.19,13,22,0.3095
"C31H46O18","unsaturated/lignin","unsaturated/lignin",0,-0.3226,1.48,0.58,-9,9,-0.2903
"C35H46O15","unsaturated/lignin","unsaturated/lignin",0.2,-0.4571,1.31,0.43,-2,13,-0.0571
"C32H50O15S1","aliphatic","aliphatic",-0.0213,-0.5625,1.56,0.47,-8,8,-0.25
"C32H50O17","aliphatic","aliphatic",-0.0213,-0.5,1.56,0.53,-9,8,-0.2812
"C36H50O14","unsaturated/lignin","unsaturated/lignin",0.1724,-0.6111,1.39,0.39,-2,12,-0.0556
"C33H54O14S1","aliphatic","aliphatic",-0.04,-0.7273,1.64,0.42,-8,7,-0.2424
"C33H54O16","aliphatic","aliphatic",-0.04,-0.6667,1.64,0.48,-9,7,-0.2727
"C37H54O13","unsaturated/lignin","unsaturated/lignin",0.1475,-0.7568,1.46,0.35,-2,11,-0.0541
"C34H58O15","aliphatic","aliphatic",-0.0566,-0.8235,1.71,0.44,-9,6,-0.2647
"C38H58O12","aliphatic","aliphatic",0.125,-0.8947,1.53,0.32,-2,10,-0.0526
"C35H62O14","aliphatic","aliphatic",-0.0714,-0.9714,1.77,0.4,-9,5,-0.2571
"C33H41O16N1","unsaturated/lignin","unsaturated/lignin",0.2083,-0.1818,1.24,0.48,-3,14,-0.0909
"C34H45O15N1","unsaturated/lignin","unsaturated/lignin",0.1765,-0.3529,1.32,0.44,-3,13,-0.0882
"C31H32O19","unsaturated/lignin","unsaturated/lignin",0.3023,0.1935,1.03,0.61,-3,16,-0.0968
"C35H32O16","unsaturated/lignin","unsaturated/lignin",0.4444,0,0.91,0.46,4,20,0.1143
"C32H36O18","unsaturated/lignin","unsaturated/lignin",0.2609,0,1.12,0.56,-3,15,-0.0938
"C36H36O15","unsaturated/lignin","unsaturated/lignin",0.4035,-0.1667,1,0.42,4,19,0.1111
"C33H40O17","unsaturated/lignin","unsaturated/lignin",0.2245,-0.1818,1.21,0.52,-3,14,-0.0909
"C37H40O14","unsaturated/lignin","unsaturated/lignin",0.3667,-0.3243,1.08,0.38,4,18,0.1081
"C30H44O19","unsaturated/lignin","unsaturated/lignin",-0.0244,-0.2,1.47,0.63,-10,9,-0.3333
"C34H44O16","unsaturated/lignin","unsaturated/lignin",0.1923,-0.3529,1.29,0.47,-3,13,-0.0882
"C31H48O18","aliphatic","aliphatic",-0.0455,-0.3871,1.55,0.58,-10,8,-0.3226
"C35H48O15","unsaturated/lignin","unsaturated/lignin",0.1636,-0.5143,1.37,0.43,-3,12,-0.0857
"C32H52O15S1","aliphatic","aliphatic",-0.0638,-0.625,1.62,0.47,-9,7,-0.2812
"C39H48O12","unsaturated/lignin","unsaturated/lignin",0.303,-0.6154,1.23,0.31,4,16,0.1026
"C32H52O17","aliphatic","aliphatic",-0.0638,-0.5625,1.62,0.53,-10,7,-0.3125
"C36H52O14","unsaturated/lignin","unsaturated/lignin",0.1379,-0.6667,1.44,0.39,-3,11,-0.0833
"C33H56O16","aliphatic","aliphatic",-0.08,-0.7273,1.7,0.48,-10,6,-0.303
"C37H56O13","aliphatic","aliphatic",0.1148,-0.8108,1.51,0.35,-3,10,-0.0811
"C38H60O12","aliphatic","aliphatic",0.0938,-0.9474,1.58,0.32,-3,9,-0.0789
"C43H60O6","unsaturated/lignin","unsaturated/lignin",0.275,-1.1163,1.4,0.14,8,14,0.186
"C29H43O19N1","unsaturated/lignin","unsaturated/lignin",-0.0811,-0.069,1.48,0.66,-11,9,-0.3793
"C34H47O15N1","unsaturated/lignin","unsaturated/lignin",0.1373,-0.4118,1.38,0.44,-4,12,-0.1176
"C34H30O17","unsaturated/lignin","unsaturated/lignin",0.451,0.1176,0.88,0.5,3,20,0.0882
"C31H34O19","unsaturated/lignin","unsaturated/lignin",0.2558,0.129,1.1,0.61,-4,15,-0.129
"C35H34O16","unsaturated/lignin","unsaturated/lignin",0.4074,-0.0571,0.97,0.46,3,19,0.0857
"C32H38O18","unsaturated/lignin","unsaturated/lignin",0.2174,-0.0625,1.19,0.56,-4,14,-0.125
"C36H38O15","unsaturated/lignin","unsaturated/lignin",0.3684,-0.2222,1.06,0.42,3,18,0.0833
"C33H42O17","unsaturated/lignin","unsaturated/lignin",0.1837,-0.2424,1.27,0.52,-4,13,-0.1212
"C37H42O14","unsaturated/lignin","unsaturated/lignin",0.3333,-0.3784,1.14,0.38,3,17,0.0811
"C30H46O19","aliphatic","aliphatic",-0.0732,-0.2667,1.53,0.63,-11,8,-0.3667
"C34H46O16","unsaturated/lignin","unsaturated/lignin",0.1538,-0.4118,1.35,0.47,-4,12,-0.1176
"C35H50O15","unsaturated/lignin","unsaturated/lignin",0.1273,-0.5714,1.43,0.43,-4,11,-0.1143
"C32H54O17","aliphatic","aliphatic",-0.1064,-0.625,1.69,0.53,-11,6,-0.3438
"C36H54O14","aliphatic","aliphatic",0.1034,-0.7222,1.5,0.39,-4,10,-0.1111
"C33H58O16","aliphatic","aliphatic",-0.12,-0.7879,1.76,0.48,-11,5,-0.3333
"C37H58O13","aliphatic","aliphatic",0.082,-0.8649,1.57,0.35,-4,9,-0.1081
"C38H62O12","aliphatic","aliphatic",0.0625,-1,1.63,0.32,-4,8,-0.1053
"C42H63O7P1","aliphatic","aliphatic",0.2,-1.1667,1.5,0.17,4,12,0.0952
"C32H41O17N1","unsaturated/lignin","unsaturated/lignin",0.1556,-0.125,1.28,0.53,-5,13,-0.1562
"C34H32O17","unsaturated/lignin","unsaturated/lignin",0.4118,0.0588,0.94,0.5,2,19,0.0588
"C31H36O19","unsaturated/lignin","unsaturated/lignin",0.2093,0.0645,1.16,0.61,-5,14,-0.1613
"C35H36O16","unsaturated/lignin","unsaturated/lignin",0.3704,-0.1143,1.03,0.46,2,18,0.0571
"C32H40O18","unsaturated/lignin","unsaturated/lignin",0.1739,-0.125,1.25,0.56,-5,13,-0.1562
"C36H40O15","unsaturated/lignin","unsaturated/lignin",0.3333,-0.2778,1.11,0.42,2,17,0.0556
"C33H44O15S1","unsaturated/lignin","unsaturated/lignin",0.1429,-0.3636,1.33,0.45,-4,12,-0.1212
"C33H44O17","unsaturated/lignin","unsaturated/lignin",0.1429,-0.303,1.33,0.52,-5,12,-0.1515
"C37H44O14","unsaturated/lignin","unsaturated/lignin",0.3,-0.4324,1.19,0.38,2,16,0.0541
"C30H48O19","aliphatic","aliphatic",-0.122,-0.3333,1.6,0.63,-12,7,-0.4
"C34H48O16","unsaturated/lignin","unsaturated/lignin",0.1154,-0.4706,1.41,0.47,-5,11,-0.1471
"C35H52O15","unsaturated/lignin","unsaturated/lignin",0.0909,-0.6286,1.49,0.43,-5,10,-0.1429
"C32H56O17","aliphatic","aliphatic",-0.1489,-0.6875,1.75,0.53,-12,5,-0.375
"C36H56O14","aliphatic","aliphatic",0.069,-0.7778,1.56,0.39,-5,9,-0.1389
"C40H57O9P1","unsaturated/lignin","unsaturated/lignin",0.2174,-0.975,1.43,0.22,3,13,0.075
"C40H56O11","unsaturated/lignin","unsaturated/lignin",0.2174,-0.85,1.4,0.28,2,13,0.05
"C37H60O13","aliphatic","aliphatic",0.0492,-0.9189,1.62,0.35,-5,8,-0.1351
"C38H64O12","aliphatic","aliphatic",0.0312,-1.0526,1.68,0.32,-5,7,-0.1316
"C33H47O16N1","unsaturated/lignin","unsaturated/lignin",0.0833,-0.3636,1.42,0.48,-6,11,-0.1818
"C34H51O15N1","aliphatic","aliphatic+N",0.0588,-0.5294,1.5,0.44,-6,10,-0.1765
"C39H55O11N1","unsaturated/lignin","unsaturated/lignin",0.2,-0.7692,1.41,0.28,1,13,0.0256
"C33H30O18","unsaturated/lignin","unsaturated/lignin",0.4167,0.1818,0.91,0.55,1,19,0.0303
"C34H34O17","unsaturated/lignin","unsaturated/lignin",0.3725,0,1,0.5,1,18,0.0294
"C31H38O19","unsaturated/lignin","unsaturated/lignin",0.1628,0,1.23,0.61,-6,13,-0.1935
"C35H38O16","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1714,1.09,0.46,1,17,0.0286
"C32H42O16S1","unsaturated/lignin","unsaturated/lignin",0.1304,-0.25,1.31,0.5,-5,12,-0.1562
"C32H42O18","unsaturated/lignin","unsaturated/lignin",0.1304,-0.1875,1.31,0.56,-6,12,-0.1875
"C36H42O15","unsaturated/lignin","unsaturated/lignin",0.2982,-0.3333,1.17,0.42,1,16,0.0278
"C33H46O15S1","unsaturated/lignin","unsaturated/lignin",0.102,-0.4242,1.39,0.45,-5,11,-0.1515
"C33H46O17","unsaturated/lignin","unsaturated/lignin",0.102,-0.3636,1.39,0.52,-6,11,-0.1818
"C37H46O14","unsaturated/lignin","unsaturated/lignin",0.2667,-0.4865,1.24,0.38,1,15,0.027
"C34H50O16","unsaturated/lignin","unsaturated/lignin",0.0769,-0.5294,1.47,0.47,-6,10,-0.1765
"C38H50O13","unsaturated/lignin","unsaturated/lignin",0.2381,-0.6316,1.32,0.34,1,14,0.0263
"C35H54O13S1","aliphatic","aliphatic",0.0545,-0.7429,1.54,0.37,-5,9,-0.1429
"C35H54O15","aliphatic","aliphatic",0.0545,-0.6857,1.54,0.43,-6,9,-0.1714
"C39H55O10P1","unsaturated/lignin","unsaturated/lignin",0.2121,-0.8974,1.41,0.26,2,13,0.0513
"C39H54O12","unsaturated/lignin","unsaturated/lignin",0.2121,-0.7692,1.38,0.31,1,13,0.0256
"C36H58O14","aliphatic","aliphatic",0.0345,-0.8333,1.61,0.39,-6,8,-0.1667
"C40H59O9P1","unsaturated/lignin","unsaturated/lignin",0.1884,-1.025,1.48,0.22,2,12,0.05
"C40H58O11","unsaturated/lignin","unsaturated/lignin",0.1884,-0.9,1.45,0.28,1,12,0.025
"C37H62O13","aliphatic","aliphatic",0.0164,-0.973,1.68,0.35,-6,7,-0.1622
"C41H63O8P1","aliphatic","aliphatic",0.1667,-1.1463,1.54,0.2,2,11,0.0488
"C35H41O15N1","unsaturated/lignin","unsaturated/lignin",0.283,-0.2286,1.17,0.43,0,16,0
"C36H45O14N1","unsaturated/lignin","unsaturated/lignin",0.25,-0.3889,1.25,0.39,0,15,0
"C33H49O16N1","unsaturated/lignin","unsaturated/lignin",0.0417,-0.4242,1.48,0.48,-7,10,-0.2121
"C34H53O15N1","aliphatic","aliphatic+N",0.0196,-0.5882,1.56,0.44,-7,9,-0.2059
"C33H32O18","unsaturated/lignin","unsaturated/lignin",0.375,0.1212,0.97,0.55,0,18,0
"C26H36O23","unsaturated/lignin","unsaturated/lignin",-0.1724,0.3846,1.38,0.88,-14,9,-0.5385
"C34H36O17","unsaturated/lignin","unsaturated/lignin",0.3333,-0.0588,1.06,0.5,0,17,0
"C24H45O22P1","aliphatic","aliphatic",-0.75,-0.0417,1.88,0.92,-20,3,-0.8333
"C31H40O19","unsaturated/lignin","unsaturated/lignin",0.1163,-0.0645,1.29,0.61,-7,12,-0.2258
"C35H40O16","unsaturated/lignin","unsaturated/lignin",0.2963,-0.2286,1.14,0.46,0,16,0
"C28H44O21","aliphatic","aliphatic",-0.2,-0.0714,1.57,0.75,-14,7,-0.5
"C32H44O18","unsaturated/lignin","unsaturated/lignin",0.087,-0.25,1.38,0.56,-7,11,-0.2188
"C36H44O15","unsaturated/lignin","unsaturated/lignin",0.2632,-0.3889,1.22,0.42,0,15,0
"C33H48O17","unsaturated/lignin","unsaturated/lignin",0.0612,-0.4242,1.45,0.52,-7,10,-0.2121
"C37H48O14","unsaturated/lignin","unsaturated/lignin",0.2333,-0.5405,1.3,0.38,0,14,0
"C34H52O14S1","aliphatic","aliphatic",0.0385,-0.6471,1.53,0.41,-6,9,-0.1765
"C34H52O16","aliphatic","aliphatic",0.0385,-0.5882,1.53,0.47,-7,9,-0.2059
"C38H52O13","unsaturated/lignin","unsaturated/lignin",0.2063,-0.6842,1.37,0.34,0,13,0
"C35H56O15","aliphatic","aliphatic",0.0182,-0.7429,1.6,0.43,-7,8,-0.2
"C39H56O12","unsaturated/lignin","unsaturated/lignin",0.1818,-0.8205,1.44,0.31,0,12,0
"C40H60O9S1","aliphatic","aliphatic",0.1594,-1,1.5,0.22,1,11,0.025
"C36H60O14","aliphatic","aliphatic",0,-0.8889,1.67,0.39,-7,7,-0.1944
"C51H56O1S1","unsaturated/lignin","unsaturated/lignin",0.4545,-1.0196,1.1,0.02,22,24,0.4314
"C40H60O11","aliphatic","aliphatic",0.1594,-0.95,1.5,0.28,0,11,0
"C37H64O13","aliphatic","aliphatic",-0.0164,-1.027,1.73,0.35,-7,6,-0.1892
"C42H64O7","aliphatic","aliphatic",0.1948,-1.1905,1.52,0.17,4,11,0.0952
"C34H39O16N1","unsaturated/lignin","unsaturated/lignin",0.28,-0.1176,1.15,0.47,-1,16,-0.0294
"C35H43O15N1","unsaturated/lignin","unsaturated/lignin",0.2453,-0.2857,1.23,0.43,-1,15,-0.0286
"C28H47O20N1","aliphatic","aliphatic+N",-0.2941,-0.1429,1.68,0.71,-15,6,-0.5357
"C36H47O14N1","unsaturated/lignin","unsaturated/lignin",0.2143,-0.4444,1.31,0.39,-1,14,-0.0278
"C32H30O19","unsaturated/lignin","unsaturated/lignin",0.3778,0.25,0.94,0.59,-1,18,-0.0312
"C33H34O18","unsaturated/lignin","unsaturated/lignin",0.3333,0.0606,1.03,0.55,-1,17,-0.0303
"C34H38O17","unsaturated/lignin","unsaturated/lignin",0.2941,-0.1176,1.12,0.5,-1,16,-0.0294
"C38H38O14","unsaturated/lignin","unsaturated/lignin",0.4194,-0.2632,1,0.37,6,20,0.1579
"C31H42O19","unsaturated/lignin","unsaturated/lignin",0.0698,-0.129,1.35,0.61,-8,11,-0.2581
"C35H42O16","unsaturated/lignin","unsaturated/lignin",0.2593,-0.2857,1.2,0.46,-1,15,-0.0286
"C44H42O5S1","aromatic","aromatic",0.5062,-0.6818,0.95,0.11,18,24,0.4091
"C32H46O18","unsaturated/lignin","unsaturated/lignin",0.0435,-0.3125,1.44,0.56,-8,10,-0.25
"C36H46O15","unsaturated/lignin","unsaturated/lignin",0.2281,-0.4444,1.28,0.42,-1,14,-0.0278
"C33H50O17","aliphatic","aliphatic",0.0204,-0.4848,1.52,0.52,-8,9,-0.2424
"C37H50O14","unsaturated/lignin","unsaturated/lignin",0.2,-0.5946,1.35,0.38,-1,13,-0.027
"C34H54O14S1","aliphatic","aliphatic",0,-0.7059,1.59,0.41,-7,8,-0.2059
"C34H54O16","aliphatic","aliphatic",0,-0.6471,1.59,0.47,-8,8,-0.2353
"C38H54O13","unsaturated/lignin","unsaturated/lignin",0.1746,-0.7368,1.42,0.34,-1,12,-0.0263
"C35H58O15","aliphatic","aliphatic",-0.0182,-0.8,1.66,0.43,-8,7,-0.2286
"C39H58O12","unsaturated/lignin","unsaturated/lignin",0.1515,-0.8718,1.49,0.31,-1,11,-0.0256
"C36H62O14","aliphatic","aliphatic",-0.0345,-0.9444,1.72,0.39,-8,6,-0.2222
"C41H62O8","aliphatic","aliphatic",0.1892,-1.122,1.51,0.2,3,11,0.0732
"C40H62O11","aliphatic","aliphatic",0.1304,-1,1.55,0.28,-1,10,-0.025
"C37H66O13","aliphatic","aliphatic",-0.0492,-1.0811,1.78,0.35,-8,5,-0.2162
"C34H41O16N1","unsaturated/lignin","unsaturated/lignin",0.24,-0.1765,1.21,0.47,-2,15,-0.0588
"C36H49O14N1","unsaturated/lignin","unsaturated/lignin",0.1786,-0.5,1.36,0.39,-2,13,-0.0556
"C32H32O19","unsaturated/lignin","unsaturated/lignin",0.3333,0.1875,1,0.59,-2,17,-0.0625
"C36H32O16","unsaturated/lignin","unsaturated/lignin",0.4643,0,0.89,0.44,5,21,0.1389
"C33H36O18","unsaturated/lignin","unsaturated/lignin",0.2917,0,1.09,0.55,-2,16,-0.0606
