"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C31H50O16","aliphatic","aliphatic",-0.0435,-0.5806,1.61,0.52,-9,7,-0.2903
"C35H50O13","unsaturated/lignin","unsaturated/lignin",0.1579,-0.6857,1.43,0.37,-2,11,-0.0571
"C32H54O13S1","aliphatic","aliphatic",-0.0612,-0.8125,1.69,0.41,-8,6,-0.25
"C32H54O15","aliphatic","aliphatic",-0.0612,-0.75,1.69,0.47,-9,6,-0.2812
"C36H54O12","aliphatic","aliphatic",0.1333,-0.8333,1.5,0.33,-2,10,-0.0556
"C33H58O12S1","aliphatic","aliphatic",-0.0769,-0.9697,1.76,0.36,-8,5,-0.2424
"C33H58O14","aliphatic","aliphatic",-0.0769,-0.9091,1.76,0.42,-9,5,-0.2727
"C37H58O11","aliphatic","aliphatic",0.1111,-0.973,1.57,0.3,-2,9,-0.0541
"C28H41O18N1","unsaturated/lignin","unsaturated/lignin",-0.0556,-0.0714,1.46,0.64,-10,9,-0.3571
"C32H41O15N1","unsaturated/lignin","unsaturated/lignin",0.1915,-0.25,1.28,0.47,-3,13,-0.0938
"C33H45O14N1","unsaturated/lignin","unsaturated/lignin",0.16,-0.4242,1.36,0.42,-3,12,-0.0909
"C34H49O13N1","unsaturated/lignin","unsaturated/lignin",0.1321,-0.5882,1.44,0.38,-3,11,-0.0882
"C33H28O16","unsaturated/lignin","unsaturated/lignin",0.48,0.1212,0.85,0.48,4,20,0.1212
"C30H32O18","unsaturated/lignin","unsaturated/lignin",0.2857,0.1333,1.07,0.6,-3,15,-0.1
"C34H32O15","unsaturated/lignin","unsaturated/lignin",0.434,-0.0588,0.94,0.44,4,19,0.1176
"C31H36O15S1","unsaturated/lignin","unsaturated/lignin",0.2444,-0.129,1.16,0.48,-2,14,-0.0645
"C31H36O17","unsaturated/lignin","unsaturated/lignin",0.2444,-0.0645,1.16,0.55,-3,14,-0.0968
"C35H36O14","unsaturated/lignin","unsaturated/lignin",0.3929,-0.2286,1.03,0.4,4,18,0.1143
"C32H40O14S1","unsaturated/lignin","unsaturated/lignin",0.2083,-0.3125,1.25,0.44,-2,13,-0.0625
"C32H40O16","unsaturated/lignin","unsaturated/lignin",0.2083,-0.25,1.25,0.5,-3,13,-0.0938
"C36H40O13","unsaturated/lignin","unsaturated/lignin",0.3559,-0.3889,1.11,0.36,4,17,0.1111
"C33H44O13S1","unsaturated/lignin","unsaturated/lignin",0.1765,-0.4848,1.33,0.39,-2,12,-0.0606
"C29H44O18","aliphatic","aliphatic",-0.05,-0.2759,1.52,0.62,-10,8,-0.3448
"C33H44O15","unsaturated/lignin","unsaturated/lignin",0.1765,-0.4242,1.33,0.45,-3,12,-0.0909
"C30H48O15S1","aliphatic","aliphatic",-0.0698,-0.5333,1.6,0.5,-9,7,-0.3
"C30H48O17","aliphatic","aliphatic",-0.0698,-0.4667,1.6,0.57,-10,7,-0.3333
"C34H48O14","unsaturated/lignin","unsaturated/lignin",0.1481,-0.5882,1.41,0.41,-3,11,-0.0882
"C31H52O14S1","aliphatic","aliphatic",-0.087,-0.7097,1.68,0.45,-9,6,-0.2903
"C31H52O16","aliphatic","aliphatic",-0.087,-0.6452,1.68,0.52,-10,6,-0.3226
"C35H52O13","unsaturated/lignin","unsaturated/lignin",0.1228,-0.7429,1.49,0.37,-3,10,-0.0857
"C40H52O7","unsaturated/lignin","unsaturated/lignin",0.3151,-0.95,1.3,0.17,8,15,0.2
"C32H56O15","aliphatic","aliphatic",-0.102,-0.8125,1.75,0.47,-10,5,-0.3125
"C36H56O12","aliphatic","aliphatic",0.1,-0.8889,1.56,0.33,-3,9,-0.0833
"C33H60O12S1","aliphatic","aliphatic",-0.1154,-1.0303,1.82,0.36,-9,4,-0.2727
"C37H60O11","aliphatic","aliphatic",0.0794,-1.027,1.62,0.3,-3,8,-0.0811
"C32H43O15N1","unsaturated/lignin","unsaturated/lignin",0.1489,-0.3125,1.34,0.47,-4,12,-0.125
"C33H47O14N1","unsaturated/lignin","unsaturated/lignin",0.12,-0.4848,1.42,0.42,-4,11,-0.1212
"C34H51O13N1","aliphatic","aliphatic+N",0.0943,-0.6471,1.5,0.38,-4,10,-0.1176
"C33H30O16","unsaturated/lignin","unsaturated/lignin",0.44,0.0606,0.91,0.48,3,19,0.0909
"C30H34O16S1","unsaturated/lignin","unsaturated/lignin",0.2381,0,1.13,0.53,-3,14,-0.1
"C26H34O21","unsaturated/lignin","unsaturated/lignin",-0.0323,0.3077,1.31,0.81,-11,10,-0.4231
"C30H34O18","unsaturated/lignin","unsaturated/lignin",0.2381,0.0667,1.13,0.6,-4,14,-0.1333
"C34H34O15","unsaturated/lignin","unsaturated/lignin",0.3962,-0.1176,1,0.44,3,18,0.0882
"C31H38O15S1","unsaturated/lignin","unsaturated/lignin",0.2,-0.1935,1.23,0.48,-3,13,-0.0968
"C31H38O17","unsaturated/lignin","unsaturated/lignin",0.2,-0.129,1.23,0.55,-4,13,-0.129
"C28H43O17P1","aliphatic","aliphatic",-0.0811,-0.3214,1.54,0.61,-10,8,-0.3571
"C35H38O14","unsaturated/lignin","unsaturated/lignin",0.3571,-0.2857,1.09,0.4,3,17,0.0857
"C32H42O14S1","unsaturated/lignin","unsaturated/lignin",0.1667,-0.375,1.31,0.44,-3,12,-0.0938
"C28H42O19","aliphatic","aliphatic",-0.0811,-0.1429,1.5,0.68,-11,8,-0.3929
"C32H42O16","unsaturated/lignin","unsaturated/lignin",0.1667,-0.3125,1.31,0.5,-4,12,-0.125
"C36H42O13","unsaturated/lignin","unsaturated/lignin",0.322,-0.4444,1.17,0.36,3,16,0.0833
"C33H46O13S1","unsaturated/lignin","unsaturated/lignin",0.1373,-0.5455,1.39,0.39,-3,11,-0.0909
"C29H46O18","aliphatic","aliphatic",-0.1,-0.3448,1.59,0.62,-11,7,-0.3793
"C33H46O15","unsaturated/lignin","unsaturated/lignin",0.1373,-0.4848,1.39,0.45,-4,11,-0.1212
"C37H46O12","unsaturated/lignin","unsaturated/lignin",0.2903,-0.5946,1.24,0.32,3,15,0.0811
"C30H50O17","aliphatic","aliphatic",-0.1163,-0.5333,1.67,0.57,-11,6,-0.3667
"C34H50O14","unsaturated/lignin","unsaturated/lignin",0.1111,-0.6471,1.47,0.41,-4,10,-0.1176
"C31H54O14S1","aliphatic","aliphatic",-0.1304,-0.7742,1.74,0.45,-10,5,-0.3226
"C38H50O11","unsaturated/lignin","unsaturated/lignin",0.2615,-0.7368,1.32,0.29,3,14,0.0789
"C31H54O16","aliphatic","aliphatic",-0.1304,-0.7097,1.74,0.52,-11,5,-0.3548
"C35H54O13","aliphatic","aliphatic",0.0877,-0.8,1.54,0.37,-4,9,-0.1143
"C36H58O10S1","aliphatic","aliphatic",0.0667,-1,1.61,0.28,-3,8,-0.0833
"C36H58O12","aliphatic","aliphatic",0.0667,-0.9444,1.61,0.33,-4,8,-0.1111
"C33H62O12S1","aliphatic","aliphatic",-0.1538,-1.0909,1.88,0.36,-10,3,-0.303
"C32H45O15N1","unsaturated/lignin","unsaturated/lignin",0.1064,-0.375,1.41,0.47,-5,11,-0.1562
"C33H49O14N1","unsaturated/lignin","unsaturated/lignin",0.08,-0.5455,1.48,0.42,-5,10,-0.1515
"C33H32O16","unsaturated/lignin","unsaturated/lignin",0.4,0,0.97,0.48,2,18,0.0606
"C30H36O16S1","unsaturated/lignin","unsaturated/lignin",0.1905,-0.0667,1.2,0.53,-4,13,-0.1333
"C30H36O18","unsaturated/lignin","unsaturated/lignin",0.1905,0,1.2,0.6,-5,13,-0.1667
"C34H36O15","unsaturated/lignin","unsaturated/lignin",0.3585,-0.1765,1.06,0.44,2,17,0.0588
"C31H40O15S1","unsaturated/lignin","unsaturated/lignin",0.1556,-0.2581,1.29,0.48,-4,12,-0.129
"C31H40O17","unsaturated/lignin","unsaturated/lignin",0.1556,-0.1935,1.29,0.55,-5,12,-0.1613
"C35H40O14","unsaturated/lignin","unsaturated/lignin",0.3214,-0.3429,1.14,0.4,2,16,0.0571
"C32H44O14S1","unsaturated/lignin","unsaturated/lignin",0.125,-0.4375,1.38,0.44,-4,11,-0.125
"C28H44O19","aliphatic","aliphatic",-0.1351,-0.2143,1.57,0.68,-12,7,-0.4286
"C32H44O16","unsaturated/lignin","unsaturated/lignin",0.125,-0.375,1.38,0.5,-5,11,-0.1562
"C36H44O13","unsaturated/lignin","unsaturated/lignin",0.2881,-0.5,1.22,0.36,2,15,0.0556
"C33H48O13S1","unsaturated/lignin","unsaturated/lignin",0.098,-0.6061,1.45,0.39,-4,10,-0.1212
"C29H48O18","aliphatic","aliphatic",-0.15,-0.4138,1.66,0.62,-12,6,-0.4138
"C33H48O15","unsaturated/lignin","unsaturated/lignin",0.098,-0.5455,1.45,0.45,-5,10,-0.1515
"C37H48O12","unsaturated/lignin","unsaturated/lignin",0.2581,-0.6486,1.3,0.32,2,14,0.0541
"C30H52O17","aliphatic","aliphatic",-0.1628,-0.6,1.73,0.57,-12,5,-0.4
"C34H52O14","aliphatic","aliphatic",0.0741,-0.7059,1.53,0.41,-5,9,-0.1471
"C38H53O9P1","unsaturated/lignin","unsaturated/lignin",0.2308,-0.9211,1.39,0.24,3,13,0.0789
"C38H52O11","unsaturated/lignin","unsaturated/lignin",0.2308,-0.7895,1.37,0.29,2,13,0.0526
"C31H56O16","aliphatic","aliphatic",-0.1739,-0.7742,1.81,0.52,-12,4,-0.3871
"C35H56O13","aliphatic","aliphatic",0.0526,-0.8571,1.6,0.37,-5,8,-0.1429
"C39H57O8P1","unsaturated/lignin","unsaturated/lignin",0.2059,-1.0513,1.46,0.21,3,12,0.0769
"C36H60O10S1","aliphatic","aliphatic",0.0333,-1.0556,1.67,0.28,-4,7,-0.1111
"C36H60O12","aliphatic","aliphatic",0.0333,-1,1.67,0.33,-5,7,-0.1389
"C34H39O14N1","unsaturated/lignin","unsaturated/lignin",0.3077,-0.2353,1.15,0.41,1,16,0.0294
"C35H43O13N1","unsaturated/lignin","unsaturated/lignin",0.2727,-0.4,1.23,0.37,1,15,0.0286
"C32H47O15N1","unsaturated/lignin","unsaturated/lignin",0.0638,-0.4375,1.47,0.47,-6,10,-0.1875
"C33H51O14N1","aliphatic","aliphatic+N",0.04,-0.6061,1.55,0.42,-6,9,-0.1818
"C32H30O17","unsaturated/lignin","unsaturated/lignin",0.4043,0.125,0.94,0.53,1,18,0.0312
"C25H34O22","unsaturated/lignin","unsaturated/lignin",-0.1429,0.4,1.36,0.88,-13,9,-0.52
"C33H34O16","unsaturated/lignin","unsaturated/lignin",0.36,-0.0606,1.03,0.48,1,17,0.0303
"C30H38O16S1","unsaturated/lignin","unsaturated/lignin",0.1429,-0.1333,1.27,0.53,-5,12,-0.1667
"C26H38O21","unsaturated/lignin","unsaturated/lignin",-0.1613,0.1538,1.46,0.81,-13,8,-0.5
"C30H38O18","unsaturated/lignin","unsaturated/lignin",0.1429,-0.0667,1.27,0.6,-6,12,-0.2
"C34H38O15","unsaturated/lignin","unsaturated/lignin",0.3208,-0.2353,1.12,0.44,1,16,0.0294
"C31H42O17","unsaturated/lignin","unsaturated/lignin",0.1111,-0.2581,1.35,0.55,-6,11,-0.1935
"C35H42O14","unsaturated/lignin","unsaturated/lignin",0.2857,-0.4,1.2,0.4,1,15,0.0286
"C32H46O14S1","unsaturated/lignin","unsaturated/lignin",0.0833,-0.5,1.44,0.44,-5,10,-0.1562
"C28H46O19","aliphatic","aliphatic",-0.1892,-0.2857,1.64,0.68,-13,6,-0.4643
"C32H46O16","unsaturated/lignin","unsaturated/lignin",0.0833,-0.4375,1.44,0.5,-6,10,-0.1875
"C43H43O6P1","unsaturated/lignin","unsaturated/lignin",0.4872,-0.7209,1,0.14,16,23,0.3721
"C36H46O13","unsaturated/lignin","unsaturated/lignin",0.2542,-0.5556,1.28,0.36,1,14,0.0278
"C33H50O13S1","aliphatic","aliphatic",0.0588,-0.6667,1.52,0.39,-5,9,-0.1515
"C33H50O15","aliphatic","aliphatic",0.0588,-0.6061,1.52,0.45,-6,9,-0.1818
"C37H50O12","unsaturated/lignin","unsaturated/lignin",0.2258,-0.7027,1.35,0.32,1,13,0.027
"C30H54O17","aliphatic","aliphatic",-0.2093,-0.6667,1.8,0.57,-13,4,-0.4333
"C34H54O14","aliphatic","aliphatic",0.037,-0.7647,1.59,0.41,-6,8,-0.1765
"C38H54O11","unsaturated/lignin","unsaturated/lignin",0.2,-0.8421,1.42,0.29,1,12,0.0263
"C35H58O13","aliphatic","aliphatic",0.0175,-0.9143,1.66,0.37,-6,7,-0.1714
"C40H58O7","unsaturated/lignin","unsaturated/lignin",0.2329,-1.1,1.45,0.17,5,12,0.125
"C36H62O12","aliphatic","aliphatic",0,-1.0556,1.72,0.33,-6,6,-0.1667
"C37H66O9S1","aliphatic","aliphatic",-0.0159,-1.2432,1.78,0.24,-5,5,-0.1351
"C33H37O15N1","unsaturated/lignin","unsaturated/lignin",0.3061,-0.1212,1.12,0.45,0,16,0
"C34H41O14N1","unsaturated/lignin","unsaturated/lignin",0.2692,-0.2941,1.21,0.41,0,15,0
"C31H45O16N1","unsaturated/lignin","unsaturated/lignin",0.0455,-0.3226,1.45,0.52,-7,10,-0.2258
"C36H49O12N1","unsaturated/lignin","unsaturated/lignin",0.2069,-0.6111,1.36,0.33,0,13,0
"C33H53O14N1","aliphatic","aliphatic+N",0,-0.6667,1.61,0.42,-7,8,-0.2121
"C31H28O18","unsaturated/lignin","unsaturated/lignin",0.4091,0.2581,0.9,0.58,0,18,0
"C32H32O17","unsaturated/lignin","unsaturated/lignin",0.3617,0.0625,1,0.53,0,17,0
"C33H36O16","unsaturated/lignin","unsaturated/lignin",0.32,-0.1212,1.09,0.48,0,16,0
"C30H40O18","unsaturated/lignin","unsaturated/lignin",0.0952,-0.1333,1.33,0.6,-7,11,-0.2333
"C34H40O15","unsaturated/lignin","unsaturated/lignin",0.283,-0.2941,1.18,0.44,0,15,0
"C31H44O15S1","unsaturated/lignin","unsaturated/lignin",0.0667,-0.3871,1.42,0.48,-6,10,-0.1935
"C27H44O20","aliphatic","aliphatic",-0.2353,-0.1481,1.63,0.74,-14,6,-0.5185
"C31H44O17","unsaturated/lignin","unsaturated/lignin",0.0667,-0.3226,1.42,0.55,-7,10,-0.2258
"C42H40O9","unsaturated/lignin","unsaturated/lignin",0.4933,-0.5238,0.95,0.21,14,23,0.3333
"C35H44O14","unsaturated/lignin","unsaturated/lignin",0.25,-0.4571,1.26,0.4,0,14,0
"C32H48O16","aliphatic","aliphatic",0.0417,-0.5,1.5,0.5,-7,9,-0.2188
"C36H48O13","unsaturated/lignin","unsaturated/lignin",0.2203,-0.6111,1.33,0.36,0,13,0
"C33H52O13S1","aliphatic","aliphatic",0.0196,-0.7273,1.58,0.39,-6,8,-0.1818
"C33H52O15","aliphatic","aliphatic",0.0196,-0.6667,1.58,0.45,-7,8,-0.2121
"C37H52O12","unsaturated/lignin","unsaturated/lignin",0.1935,-0.7568,1.41,0.32,0,12,0
"C34H56O14","aliphatic","aliphatic",0,-0.8235,1.65,0.41,-7,7,-0.2059
"C38H56O11","unsaturated/lignin","unsaturated/lignin",0.1692,-0.8947,1.47,0.29,0,11,0
"C35H60O13","aliphatic","aliphatic",-0.0175,-0.9714,1.71,0.37,-7,6,-0.2
"C40H60O7","aliphatic","aliphatic",0.2055,-1.15,1.5,0.17,4,11,0.1
"C36H64O12","aliphatic","aliphatic",-0.0333,-1.1111,1.78,0.33,-7,5,-0.1944
"C32H35O16N1","unsaturated/lignin","unsaturated/lignin",0.3043,0,1.09,0.5,-1,16,-0.0312
"C33H39O15N1","unsaturated/lignin","unsaturated/lignin",0.2653,-0.1818,1.18,0.45,-1,15,-0.0303
"C34H43O14N1","unsaturated/lignin","unsaturated/lignin",0.2308,-0.3529,1.26,0.41,-1,14,-0.0294
"C31H47O16N1","aliphatic","aliphatic+N",0,-0.3871,1.52,0.52,-8,9,-0.2581
"C36H51O12N1","unsaturated/lignin","unsaturated/lignin",0.1724,-0.6667,1.42,0.33,-1,12,-0.0278
"C33H55O14N1","aliphatic","aliphatic+N",-0.04,-0.7273,1.67,0.42,-8,7,-0.2424
"C25H34O20","unsaturated/lignin","unsaturated/lignin",-0.0667,0.24,1.36,0.8,-11,9,-0.44
"C31H30O18","unsaturated/lignin","unsaturated/lignin",0.3636,0.1935,0.97,0.58,-1,17,-0.0323
"C32H34O17","unsaturated/lignin","unsaturated/lignin",0.3191,0,1.06,0.53,-1,16,-0.0312
"C36H34O14","unsaturated/lignin","unsaturated/lignin",0.4483,-0.1667,0.94,0.39,6,20,0.1667
"C33H38O16","unsaturated/lignin","unsaturated/lignin",0.28,-0.1818,1.15,0.48,-1,15,-0.0303
"C30H42O18","unsaturated/lignin","unsaturated/lignin",0.0476,-0.2,1.4,0.6,-8,10,-0.2667
"C27H46O18S1","aliphatic","aliphatic",-0.2941,-0.2963,1.7,0.67,-14,5,-0.5185
"C34H42O15","unsaturated/lignin","unsaturated/lignin",0.2453,-0.3529,1.24,0.44,-1,14,-0.0294
"C31H46O17","unsaturated/lignin","unsaturated/lignin",0.0222,-0.3871,1.48,0.55,-8,9,-0.2581
"C35H46O14","unsaturated/lignin","unsaturated/lignin",0.2143,-0.5143,1.31,0.4,-1,13,-0.0286
"C32H50O14S1","aliphatic","aliphatic",0,-0.625,1.56,0.44,-7,8,-0.2188
"C36H50O11S1","unsaturated/lignin","unsaturated/lignin",0.1864,-0.7222,1.39,0.31,0,12,0
"C32H50O16","aliphatic","aliphatic",0,-0.5625,1.56,0.5,-8,8,-0.25
"C36H50O13","unsaturated/lignin","unsaturated/lignin",0.1864,-0.6667,1.39,0.36,-1,12,-0.0278
"C33H54O13S1","aliphatic","aliphatic",-0.0196,-0.7879,1.64,0.39,-7,7,-0.2121
"C33H54O15","aliphatic","aliphatic",-0.0196,-0.7273,1.64,0.45,-8,7,-0.2424
"C37H54O12","unsaturated/lignin","unsaturated/lignin",0.1613,-0.8108,1.46,0.32,-1,11,-0.027
"C34H58O14","aliphatic","aliphatic",-0.037,-0.8824,1.71,0.41,-8,6,-0.2353
"C39H58O8","unsaturated/lignin","unsaturated/lignin",0.2,-1.0769,1.49,0.21,3,11,0.0769
"C38H58O11","aliphatic","aliphatic",0.1385,-0.9474,1.53,0.29,-1,10,-0.0263
"C35H62O13","aliphatic","aliphatic",-0.0526,-1.0286,1.77,0.37,-8,5,-0.2286
"C40H62O7","aliphatic","aliphatic",0.1781,-1.2,1.55,0.17,3,10,0.075
"C32H37O16N1","unsaturated/lignin","unsaturated/lignin",0.2609,-0.0625,1.16,0.5,-2,15,-0.0625
"C33H41O15N1","unsaturated/lignin","unsaturated/lignin",0.2245,-0.2424,1.24,0.45,-2,14,-0.0606
"C34H45O14N1","unsaturated/lignin","unsaturated/lignin",0.1923,-0.4118,1.32,0.41,-2,13,-0.0588
"C34H28O16","unsaturated/lignin","unsaturated/lignin",0.5,0.1176,0.82,0.47,5,21,0.1471
"C31H32O18","unsaturated/lignin","unsaturated/lignin",0.3182,0.129,1.03,0.58,-2,16,-0.0645
"C35H32O15","unsaturated/lignin","unsaturated/lignin",0.4545,-0.0571,0.91,0.43,5,20,0.1429
"C32H36O17","unsaturated/lignin","unsaturated/lignin",0.2766,-0.0625,1.12,0.53,-2,15,-0.0625
"C33H40O14S1","unsaturated/lignin","unsaturated/lignin",0.24,-0.303,1.21,0.42,-1,14,-0.0303
"C33H40O16","unsaturated/lignin","unsaturated/lignin",0.24,-0.2424,1.21,0.48,-2,14,-0.0606
"C30H44O18","unsaturated/lignin","unsaturated/lignin",0,-0.2667,1.47,0.6,-9,9,-0.3
"C34H44O15","unsaturated/lignin","unsaturated/lignin",0.2075,-0.4118,1.29,0.44,-2,13,-0.0588
"C31H48O15S1","aliphatic","aliphatic",-0.0222,-0.5161,1.55,0.48,-8,8,-0.2581
"C31H48O17","aliphatic","aliphatic",-0.0222,-0.4516,1.55,0.55,-9,8,-0.2903
"C35H48O14","unsaturated/lignin","unsaturated/lignin",0.1786,-0.5714,1.37,0.4,-2,12,-0.0571
"C32H52O14S1","aliphatic","aliphatic",-0.0417,-0.6875,1.62,0.44,-8,7,-0.25
"C32H52O16","aliphatic","aliphatic",-0.0417,-0.625,1.62,0.5,-9,7,-0.2812
"C36H52O13","unsaturated/lignin","unsaturated/lignin",0.1525,-0.7222,1.44,0.36,-2,11,-0.0556
"C33H56O13S1","aliphatic","aliphatic",-0.0588,-0.8485,1.7,0.39,-8,6,-0.2424
"C33H56O15","aliphatic","aliphatic",-0.0588,-0.7879,1.7,0.45,-9,6,-0.2727
"C37H56O12","aliphatic","aliphatic",0.129,-0.8649,1.51,0.32,-2,10,-0.0541
"C34H60O14","aliphatic","aliphatic",-0.0741,-0.9412,1.76,0.41,-9,5,-0.2647
"C39H60O8","aliphatic","aliphatic",0.1714,-1.1282,1.54,0.21,2,10,0.0513
"C32H39O16N1","unsaturated/lignin","unsaturated/lignin",0.2174,-0.125,1.22,0.5,-3,14,-0.0938
"C33H43O15N1","unsaturated/lignin","unsaturated/lignin",0.1837,-0.303,1.3,0.45,-3,13,-0.0909
"C34H47O14N1","unsaturated/lignin","unsaturated/lignin",0.1538,-0.4706,1.38,0.41,-3,12,-0.0882
"C35H51O13N1","unsaturated/lignin","unsaturated/lignin",0.1273,-0.6286,1.46,0.37,-3,11,-0.0857
"C34H30O16","unsaturated/lignin","unsaturated/lignin",0.4615,0.0588,0.88,0.47,4,20,0.1176
"C20H39O24P1","aliphatic","aliphatic",-1.5714,0.45,1.95,1.2,-23,2,-1.15
"C31H34O18","unsaturated/lignin","unsaturated/lignin",0.2727,0.0645,1.1,0.58,-3,15,-0.0968
"C35H34O15","unsaturated/lignin","unsaturated/lignin",0.4182,-0.1143,0.97,0.43,4,19,0.1143
"C32H38O15S1","unsaturated/lignin","unsaturated/lignin",0.234,-0.1875,1.19,0.47,-2,14,-0.0625
"C32H38O17","unsaturated/lignin","unsaturated/lignin",0.234,-0.125,1.19,0.53,-3,14,-0.0938
"C36H38O14","unsaturated/lignin","unsaturated/lignin",0.3793,-0.2778,1.06,0.39,4,18,0.1111
"C33H42O14S1","unsaturated/lignin","unsaturated/lignin",0.2,-0.3636,1.27,0.42,-2,13,-0.0606
"C33H42O16","unsaturated/lignin","unsaturated/lignin",0.2,-0.303,1.27,0.48,-3,13,-0.0909
"C41H42O8S1","unsaturated/lignin","unsaturated/lignin",0.4444,-0.5854,1.02,0.2,12,21,0.2927
"C37H42O13","unsaturated/lignin","unsaturated/lignin",0.3443,-0.4324,1.14,0.35,4,17,0.1081
"C30H46O18","aliphatic","aliphatic",-0.0476,-0.3333,1.53,0.6,-10,8,-0.3333
"C34H46O15","unsaturated/lignin","unsaturated/lignin",0.1698,-0.4706,1.35,0.44,-3,12,-0.0882
"C31H50O15S1","aliphatic","aliphatic",-0.0667,-0.5806,1.61,0.48,-9,7,-0.2903
"C31H50O17","aliphatic","aliphatic",-0.0667,-0.5161,1.61,0.55,-10,7,-0.3226
"C35H50O14","unsaturated/lignin","unsaturated/lignin",0.1429,-0.6286,1.43,0.4,-3,11,-0.0857
"C32H54O14S1","aliphatic","aliphatic",-0.0833,-0.75,1.69,0.44,-9,6,-0.2812
"C32H54O16","aliphatic","aliphatic",-0.0833,-0.6875,1.69,0.5,-10,6,-0.3125
"C36H54O13","aliphatic","aliphatic",0.1186,-0.7778,1.5,0.36,-3,10,-0.0833
"C33H58O13S1","aliphatic","aliphatic",-0.098,-0.9091,1.76,0.39,-9,5,-0.2727
"C33H58O15","aliphatic","aliphatic",-0.098,-0.8485,1.76,0.45,-10,5,-0.303
"C37H58O12","aliphatic","aliphatic",0.0968,-0.9189,1.57,0.32,-3,9,-0.0811
"C32H41O16N1","unsaturated/lignin","unsaturated/lignin",0.1739,-0.1875,1.28,0.5,-4,13,-0.125
"C33H45O15N1","unsaturated/lignin","unsaturated/lignin",0.1429,-0.3636,1.36,0.45,-4,12,-0.1212
"C34H49O14N1","unsaturated/lignin","unsaturated/lignin",0.1154,-0.5294,1.44,0.41,-4,11,-0.1176
"C35H53O13N1","aliphatic","aliphatic+N",0.0909,-0.6857,1.51,0.37,-4,10,-0.1143
"C33H28O17","unsaturated/lignin","unsaturated/lignin",0.4694,0.1818,0.85,0.52,3,20,0.0909
"C30H32O19","unsaturated/lignin","unsaturated/lignin",0.2683,0.2,1.07,0.63,-4,15,-0.1333
"C34H32O16","unsaturated/lignin","unsaturated/lignin",0.4231,0,0.94,0.47,3,19,0.0882
"C31H36O16S1","unsaturated/lignin","unsaturated/lignin",0.2273,-0.0645,1.16,0.52,-3,14,-0.0968
"C31H36O18","unsaturated/lignin","unsaturated/lignin",0.2273,0,1.16,0.58,-4,14,-0.129
"C35H36O15","unsaturated/lignin","unsaturated/lignin",0.3818,-0.1714,1.03,0.43,3,18,0.0857
"C22H44O22","aliphatic","carbohydrate",-0.9091,0,2,1,-21,1,-0.9545
"C32H40O17","unsaturated/lignin","unsaturated/lignin",0.1915,-0.1875,1.25,0.53,-4,13,-0.125
"C36H40O14","unsaturated/lignin","unsaturated/lignin",0.3448,-0.3333,1.11,0.39,3,17,0.0833
"C33H44O14S1","unsaturated/lignin","unsaturated/lignin",0.16,-0.4242,1.33,0.42,-3,12,-0.0909
"C29H44O19","aliphatic","aliphatic",-0.0769,-0.2069,1.52,0.66,-11,8,-0.3793
"C33H44O16","unsaturated/lignin","unsaturated/lignin",0.16,-0.3636,1.33,0.48,-4,12,-0.1212
"C37H44O13","unsaturated/lignin","unsaturated/lignin",0.3115,-0.4865,1.19,0.35,3,16,0.0811
"C34H48O13S1","unsaturated/lignin","unsaturated/lignin",0.1321,-0.5882,1.41,0.38,-3,11,-0.0882
"C30H48O18","aliphatic","aliphatic",-0.0952,-0.4,1.6,0.6,-11,7,-0.3667
"C34H48O15","unsaturated/lignin","unsaturated/lignin",0.1321,-0.5294,1.41,0.44,-4,11,-0.1176
"C31H52O15S1","aliphatic","aliphatic",-0.1111,-0.6452,1.68,0.48,-10,6,-0.3226
"C38H48O12","unsaturated/lignin","unsaturated/lignin",0.2812,-0.6316,1.26,0.32,3,15,0.0789
"C31H52O17","aliphatic","aliphatic",-0.1111,-0.5806,1.68,0.55,-11,6,-0.3548
"C35H52O14","unsaturated/lignin","unsaturated/lignin",0.1071,-0.6857,1.49,0.4,-4,10,-0.1143
"C39H53O9P1","unsaturated/lignin","unsaturated/lignin",0.2537,-0.8974,1.36,0.23,4,14,0.1026
"C32H56O16","aliphatic","aliphatic",-0.125,-0.75,1.75,0.5,-11,5,-0.3438
"C36H56O13","aliphatic","aliphatic",0.0847,-0.8333,1.56,0.36,-4,9,-0.1111
"C33H60O13S1","aliphatic","aliphatic",-0.1373,-0.9697,1.82,0.39,-10,4,-0.303
"C37H60O12","aliphatic","aliphatic",0.0645,-0.973,1.62,0.32,-4,8,-0.1081
"C41H61O7P1","unsaturated/lignin","unsaturated/lignin",0.2055,-1.1463,1.49,0.17,4,12,0.0976
"C32H43O16N1","unsaturated/lignin","unsaturated/lignin",0.1304,-0.25,1.34,0.5,-5,12,-0.1562
"C33H47O15N1","unsaturated/lignin","unsaturated/lignin",0.102,-0.4242,1.42,0.45,-5,11,-0.1515
"C34H51O14N1","aliphatic","aliphatic+N",0.0769,-0.5882,1.5,0.41,-5,10,-0.1471
"C33H30O17","unsaturated/lignin","unsaturated/lignin",0.4286,0.1212,0.91,0.52,2,19,0.0606
"C26H34O22","unsaturated/lignin","unsaturated/lignin",-0.0667,0.3846,1.31,0.85,-12,10,-0.4615
"C30H34O19","unsaturated/lignin","unsaturated/lignin",0.2195,0.1333,1.13,0.63,-5,14,-0.1667
