"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C27H34O12","unsaturated/lignin","unsaturated/lignin",0.2381,-0.3704,1.26,0.44,-1,11,-0.037
"C28H38O11","unsaturated/lignin","unsaturated/lignin",0.2,-0.5714,1.36,0.39,-1,10,-0.0357
"C25H42O13","aliphatic","aliphatic",-0.0811,-0.64,1.68,0.52,-8,5,-0.32
"C29H42O10","unsaturated/lignin","unsaturated/lignin",0.1667,-0.7586,1.45,0.34,-1,9,-0.0345
"C26H46O12","aliphatic","aliphatic",-0.1,-0.8462,1.77,0.46,-8,4,-0.3077
"C30H46O9","aliphatic","aliphatic",0.1373,-0.9333,1.53,0.3,-1,8,-0.0333
"C31H50O8","aliphatic","aliphatic",0.1111,-1.0968,1.61,0.26,-1,7,-0.0323
"C28H54O10","aliphatic","aliphatic",-0.1304,-1.2143,1.93,0.36,-8,2,-0.2857
"C32H54O7","aliphatic","aliphatic",0.0877,-1.25,1.69,0.22,-1,6,-0.0312
"C33H58O6","aliphatic","aliphatic",0.0667,-1.3939,1.76,0.18,-1,5,-0.0303
"C34H62O5","aliphatic","aliphatic",0.0476,-1.5294,1.82,0.15,-1,4,-0.0294
"C28H41O10N1","unsaturated/lignin","unsaturated/lignin",0.1364,-0.6429,1.46,0.36,-2,9,-0.0714
"C29H45O9N1","aliphatic","aliphatic+N",0.1064,-0.8276,1.55,0.31,-2,8,-0.069
"C30H49O8N1","aliphatic","aliphatic+N",0.08,-1,1.63,0.27,-2,7,-0.0667
"C26H32O13","unsaturated/lignin","unsaturated/lignin",0.2308,-0.2308,1.23,0.5,-2,11,-0.0769
"C27H36O12","unsaturated/lignin","unsaturated/lignin",0.1905,-0.4444,1.33,0.44,-2,10,-0.0741
"C26H44O8S1","aliphatic","aliphatic",0,-1,1.69,0.31,-4,5,-0.1538
"C28H40O11","unsaturated/lignin","unsaturated/lignin",0.1556,-0.6429,1.43,0.39,-2,9,-0.0714
"C29H44O10","aliphatic","aliphatic",0.125,-0.8276,1.52,0.34,-2,8,-0.069
"C30H48O7S1","aliphatic","aliphatic",0.098,-1.0667,1.6,0.23,-1,7,-0.0333
"C30H48O9","aliphatic","aliphatic",0.098,-1,1.6,0.3,-2,7,-0.0667
"C28H56O10","aliphatic","lipid",-0.1739,-1.2857,2,0.36,-9,1,-0.3214
"C32H56O7","aliphatic","aliphatic",0.0526,-1.3125,1.75,0.22,-2,5,-0.0625
"C33H60O6","aliphatic","aliphatic",0.0333,-1.4545,1.82,0.18,-2,4,-0.0606
"C34H64O5","aliphatic","aliphatic",0.0159,-1.5882,1.88,0.15,-2,3,-0.0588
"C35H68O4","aliphatic","aliphatic",0,-1.7143,1.94,0.11,-2,2,-0.0571
"C27H35O9N1","unsaturated/lignin","unsaturated/lignin",0.2558,-0.5185,1.3,0.33,1,11,0.037
"C27H39O11N1","unsaturated/lignin","unsaturated/lignin",0.122,-0.5185,1.44,0.41,-3,9,-0.1111
"C28H43O10N1","aliphatic","aliphatic+N",0.0909,-0.7143,1.54,0.36,-3,8,-0.1071
"C29H47O9N1","aliphatic","aliphatic+N",0.0638,-0.8966,1.62,0.31,-3,7,-0.1034
"C29H30O11","unsaturated/lignin","unsaturated/lignin",0.4043,-0.2759,1.03,0.38,4,15,0.1379
"C26H34O13","unsaturated/lignin","unsaturated/lignin",0.1795,-0.3077,1.31,0.5,-3,10,-0.1154
"C27H38O12","unsaturated/lignin","unsaturated/lignin",0.1429,-0.5185,1.41,0.44,-3,9,-0.1111
"C28H42O11","aliphatic","aliphatic",0.1111,-0.7143,1.5,0.39,-3,8,-0.1071
"C29H46O10","aliphatic","aliphatic",0.0833,-0.8966,1.59,0.34,-3,7,-0.1034
"C33H46O7","unsaturated/lignin","unsaturated/lignin",0.2542,-0.9697,1.39,0.21,4,11,0.1212
"C30H50O9","aliphatic","aliphatic",0.0588,-1.0667,1.67,0.3,-3,6,-0.1
"C31H54O8","aliphatic","aliphatic",0.037,-1.2258,1.74,0.26,-3,5,-0.0968
"C32H58O7","aliphatic","aliphatic",0.0175,-1.375,1.81,0.22,-3,4,-0.0938
"C33H62O6","aliphatic","aliphatic",0,-1.5152,1.88,0.18,-3,3,-0.0909
"C34H66O5","aliphatic","aliphatic",-0.0159,-1.6471,1.94,0.15,-3,2,-0.0882
"C35H70O4","aliphatic","lipid",-0.0303,-1.7714,2,0.11,-3,1,-0.0857
"C27H41O11N1","aliphatic","aliphatic+N",0.0732,-0.5926,1.52,0.41,-4,8,-0.1481
"C28H28O12","unsaturated/lignin","unsaturated/lignin",0.4091,-0.1429,1,0.43,3,15,0.1071
"C29H32O11","unsaturated/lignin","unsaturated/lignin",0.3617,-0.3448,1.1,0.38,3,14,0.1034
"C26H36O13","unsaturated/lignin","unsaturated/lignin",0.1282,-0.3846,1.38,0.5,-4,9,-0.1538
"C30H36O10","unsaturated/lignin","unsaturated/lignin",0.32,-0.5333,1.2,0.33,3,13,0.1
"C28H40O9","unsaturated/lignin","unsaturated/lignin",0.1915,-0.7857,1.43,0.32,0,9,0
"C27H40O12","unsaturated/lignin","unsaturated/lignin",0.0952,-0.5926,1.48,0.44,-4,8,-0.1481
"C31H40O9","unsaturated/lignin","unsaturated/lignin",0.283,-0.7097,1.29,0.29,3,12,0.0968
"C29H44O8","aliphatic","aliphatic",0.16,-0.9655,1.52,0.28,0,8,0
"C28H44O11","aliphatic","aliphatic",0.0667,-0.7857,1.57,0.39,-4,7,-0.1429
"C32H44O8","unsaturated/lignin","unsaturated/lignin",0.25,-0.875,1.38,0.25,3,11,0.0938
"C29H48O8S1","aliphatic","aliphatic",0.0417,-1.0345,1.66,0.28,-3,6,-0.1034
"C30H48O7","aliphatic","aliphatic",0.1321,-1.1333,1.6,0.23,0,7,0
"C29H48O10","aliphatic","aliphatic",0.0417,-0.9655,1.66,0.34,-4,6,-0.1379
"C33H48O7","unsaturated/lignin","unsaturated/lignin",0.2203,-1.0303,1.45,0.21,3,10,0.0909
"C30H52O9","aliphatic","aliphatic",0.0196,-1.1333,1.73,0.3,-4,5,-0.1333
"C34H52O6","aliphatic","aliphatic",0.1935,-1.1765,1.53,0.18,3,9,0.0882
"C38H52O3","unsaturated/lignin","unsaturated/lignin",0.3151,-1.2105,1.37,0.08,10,13,0.2632
"C31H56O8","aliphatic","aliphatic",0,-1.2903,1.81,0.26,-4,4,-0.129
"C32H60O7","aliphatic","aliphatic",-0.0175,-1.4375,1.88,0.22,-4,3,-0.125
"C36H60O4","aliphatic","aliphatic",0.1471,-1.4444,1.67,0.11,3,7,0.0833
"C33H64O6","aliphatic","aliphatic",-0.0333,-1.5758,1.94,0.18,-4,2,-0.1212
"C34H67O2N1","aliphatic","aliphatic+N",0,-1.7647,1.97,0.06,-1,2,-0.0294
"C35H71O1N1","aliphatic","lipid",-0.0149,-1.8857,2.03,0.03,-1,1,-0.0286
"C31H11O7S1P1","condensed aromatic","condensed aromatic",0.8431,0.1613,0.35,0.23,18,27,0.5806
"C28H30O12","unsaturated/lignin","unsaturated/lignin",0.3636,-0.2143,1.07,0.43,2,14,0.0714
"C29H34O11","unsaturated/lignin","unsaturated/lignin",0.3191,-0.4138,1.17,0.38,2,13,0.069
"C26H38O13","unsaturated/lignin","unsaturated/lignin",0.0769,-0.4615,1.46,0.5,-5,8,-0.1923
"C30H38O10","unsaturated/lignin","unsaturated/lignin",0.28,-0.6,1.27,0.33,2,12,0.0667
"C27H42O12","aliphatic","aliphatic",0.0476,-0.6667,1.56,0.44,-5,7,-0.1852
"C31H42O9","unsaturated/lignin","unsaturated/lignin",0.2453,-0.7742,1.35,0.29,2,11,0.0645
"C28H46O11","aliphatic","aliphatic",0.0222,-0.8571,1.64,0.39,-5,6,-0.1786
"C32H46O8","unsaturated/lignin","unsaturated/lignin",0.2143,-0.9375,1.44,0.25,2,10,0.0625
"C29H50O10","aliphatic","aliphatic",0,-1.0345,1.72,0.34,-5,5,-0.1724
"C33H50O7","aliphatic","aliphatic",0.1864,-1.0909,1.52,0.21,2,9,0.0606
"C30H54O9","aliphatic","aliphatic",-0.0196,-1.2,1.8,0.3,-5,4,-0.1667
"C34H54O6","aliphatic","aliphatic",0.1613,-1.2353,1.59,0.18,2,8,0.0588
"C31H58O8","aliphatic","aliphatic",-0.037,-1.3548,1.87,0.26,-5,3,-0.1613
"C32H62O7","aliphatic","aliphatic",-0.0526,-1.5,1.94,0.22,-5,2,-0.1562
"C36H62O4","aliphatic","aliphatic",0.1176,-1.5,1.72,0.11,2,6,0.0556
"C33H66O6","aliphatic","lipid",-0.0667,-1.6364,2,0.18,-5,1,-0.1515
"C35H70O2","aliphatic","lipid",0,-1.8857,2,0.06,-1,1,-0.0286
"C31H45O8N1","unsaturated/lignin","unsaturated/lignin",0.1923,-0.8387,1.45,0.26,1,10,0.0323
"C28H32O12","unsaturated/lignin","unsaturated/lignin",0.3182,-0.2857,1.14,0.43,1,13,0.0357
"C29H36O11","unsaturated/lignin","unsaturated/lignin",0.2766,-0.4828,1.24,0.38,1,12,0.0345
"C26H40O13","aliphatic","aliphatic",0.0256,-0.5385,1.54,0.5,-6,7,-0.2308
"C30H40O10","unsaturated/lignin","unsaturated/lignin",0.24,-0.6667,1.33,0.33,1,11,0.0333
"C27H44O12","aliphatic","aliphatic",0,-0.7407,1.63,0.44,-6,6,-0.2222
"C31H44O9","unsaturated/lignin","unsaturated/lignin",0.2075,-0.8387,1.42,0.29,1,10,0.0323
"C28H48O11","aliphatic","aliphatic",-0.0222,-0.9286,1.71,0.39,-6,5,-0.2143
"C32H48O8","aliphatic","aliphatic",0.1786,-1,1.5,0.25,1,9,0.0312
"C29H52O10","aliphatic","aliphatic",-0.0417,-1.1034,1.79,0.34,-6,4,-0.2069
"C33H52O7","aliphatic","aliphatic",0.1525,-1.1515,1.58,0.21,1,8,0.0303
"C30H56O9","aliphatic","aliphatic",-0.0588,-1.2667,1.87,0.3,-6,3,-0.2
"C34H56O6","aliphatic","aliphatic",0.129,-1.2941,1.65,0.18,1,7,0.0294
"C31H60O8","aliphatic","aliphatic",-0.0741,-1.4194,1.94,0.26,-6,2,-0.1935
"C35H60O5","aliphatic","aliphatic",0.1077,-1.4286,1.71,0.14,1,6,0.0286
"C32H65O5P1","aliphatic","lipid",-0.0877,-1.7188,2.03,0.16,-5,1,-0.1562
"C36H64O4","aliphatic","aliphatic",0.0882,-1.5556,1.78,0.11,1,5,0.0278
"C30H43O9N1","unsaturated/lignin","unsaturated/lignin",0.1837,-0.7333,1.43,0.3,0,10,0
"C31H47O8N1","aliphatic","aliphatic+N",0.1538,-0.9032,1.52,0.26,0,9,0
"C27H30O13","unsaturated/lignin","unsaturated/lignin",0.3171,-0.1481,1.11,0.48,0,13,0
"C28H34O12","unsaturated/lignin","unsaturated/lignin",0.2727,-0.3571,1.21,0.43,0,12,0
"C29H38O11","unsaturated/lignin","unsaturated/lignin",0.234,-0.5517,1.31,0.38,0,11,0
"C26H42O13","aliphatic","aliphatic",-0.0256,-0.6154,1.62,0.5,-7,6,-0.2692
"C30H42O10","unsaturated/lignin","unsaturated/lignin",0.2,-0.7333,1.4,0.33,0,10,0
"C27H46O12","aliphatic","aliphatic",-0.0476,-0.8148,1.7,0.44,-7,5,-0.2593
"C38H42O4","unsaturated/lignin","unsaturated/lignin",0.4444,-0.8947,1.11,0.11,14,18,0.3684
"C31H46O9","unsaturated/lignin","unsaturated/lignin",0.1698,-0.9032,1.48,0.29,0,9,0
"C29H50O8","aliphatic","aliphatic",0.04,-1.1724,1.72,0.28,-3,5,-0.1034
"C28H50O11","aliphatic","aliphatic",-0.0667,-1,1.79,0.39,-7,4,-0.25
"C32H50O8","aliphatic","aliphatic",0.1429,-1.0625,1.56,0.25,0,8,0
"C29H54O10","aliphatic","aliphatic",-0.0833,-1.1724,1.86,0.34,-7,3,-0.2414
"C33H54O7","aliphatic","aliphatic",0.1186,-1.2121,1.64,0.21,0,7,0
"C30H58O9","aliphatic","aliphatic",-0.098,-1.3333,1.93,0.3,-7,2,-0.2333
"C34H58O6","aliphatic","aliphatic",0.0968,-1.3529,1.71,0.18,0,6,0
"C32H62O5","aliphatic","aliphatic",-0.0169,-1.625,1.94,0.16,-3,2,-0.0938
"C35H62O5","aliphatic","aliphatic",0.0769,-1.4857,1.77,0.14,0,5,0
"C30H45O9N1","aliphatic","aliphatic+N",0.1429,-0.8,1.5,0.3,-1,9,-0.0333
"C31H49O8N1","aliphatic","aliphatic+N",0.1154,-0.9677,1.58,0.26,-1,8,-0.0323
"C31H66O5N1P1","aliphatic","lipid",-0.1698,-1.7097,2.13,0.16,-7,0,-0.2258
"C27H32O13","unsaturated/lignin","unsaturated/lignin",0.2683,-0.2222,1.19,0.48,-1,12,-0.037
"C28H36O12","unsaturated/lignin","unsaturated/lignin",0.2273,-0.4286,1.29,0.43,-1,11,-0.0357
"C26H40O11","aliphatic","aliphatic",0.0732,-0.6923,1.54,0.42,-4,7,-0.1538
"C29H40O11","unsaturated/lignin","unsaturated/lignin",0.1915,-0.6207,1.38,0.38,-1,10,-0.0345
"C26H44O13","aliphatic","aliphatic",-0.0769,-0.6923,1.69,0.5,-8,5,-0.3077
"C30H44O10","unsaturated/lignin","unsaturated/lignin",0.16,-0.8,1.47,0.33,-1,9,-0.0333
"C27H48O12","aliphatic","aliphatic",-0.0952,-0.8889,1.78,0.44,-8,4,-0.2963
"C29H52O6S1","aliphatic","aliphatic",0,-1.3103,1.79,0.21,-3,4,-0.1034
"C31H48O9","aliphatic","aliphatic",0.1321,-0.9677,1.55,0.29,-1,8,-0.0323
"C28H52O11","aliphatic","aliphatic",-0.1111,-1.0714,1.86,0.39,-8,3,-0.2857
"C32H52O8","aliphatic","aliphatic",0.1071,-1.125,1.62,0.25,-1,7,-0.0312
"C33H56O7","aliphatic","aliphatic",0.0847,-1.2727,1.7,0.21,-1,6,-0.0303
"C34H60O6","aliphatic","aliphatic",0.0645,-1.4118,1.76,0.18,-1,5,-0.0294
"C35H64O5","aliphatic","aliphatic",0.0462,-1.5429,1.83,0.14,-1,4,-0.0286
"C36H68O4","aliphatic","aliphatic",0.0294,-1.6667,1.89,0.11,-1,3,-0.0278
"C29H43O10N1","unsaturated/lignin","unsaturated/lignin",0.1304,-0.6897,1.48,0.34,-2,9,-0.069
"C30H47O9N1","aliphatic","aliphatic+N",0.102,-0.8667,1.57,0.3,-2,8,-0.0667
"C36H71O3N1","aliphatic","aliphatic+N",-0.0149,-1.7222,1.97,0.08,-2,2,-0.0556
"C30H30O11","unsaturated/lignin","unsaturated/lignin",0.4286,-0.2667,1,0.37,5,16,0.1667
"C27H34O13","unsaturated/lignin","unsaturated/lignin",0.2195,-0.2963,1.26,0.48,-2,11,-0.0741
"C35H34O7","unsaturated/lignin","unsaturated/lignin",0.4921,-0.5714,0.97,0.2,12,19,0.3429
"C28H38O12","unsaturated/lignin","unsaturated/lignin",0.1818,-0.5,1.36,0.43,-2,10,-0.0714
"C29H42O11","unsaturated/lignin","unsaturated/lignin",0.1489,-0.6897,1.45,0.38,-2,9,-0.069
"C28H50O7S1","aliphatic","aliphatic",-0.0213,-1.2143,1.79,0.25,-4,4,-0.1429
"C30H46O10","aliphatic","aliphatic",0.12,-0.8667,1.53,0.33,-2,8,-0.0667
"C31H51O7P1","aliphatic","aliphatic",0.0943,-1.1935,1.65,0.23,-1,7,-0.0323
"C31H50O9","aliphatic","aliphatic",0.0943,-1.0323,1.61,0.29,-2,7,-0.0645
"C28H54O11","aliphatic","aliphatic",-0.1556,-1.1429,1.93,0.39,-9,2,-0.3214
"C32H54O8","aliphatic","aliphatic",0.0714,-1.1875,1.69,0.25,-2,6,-0.0625
"C34H58O4","aliphatic","aliphatic",0.125,-1.4706,1.71,0.12,2,6,0.0588
"C33H58O7","aliphatic","aliphatic",0.0508,-1.3333,1.76,0.21,-2,5,-0.0606
"C35H62O3","aliphatic","aliphatic",0.1045,-1.6,1.77,0.09,2,5,0.0571
"C34H62O6","aliphatic","aliphatic",0.0323,-1.4706,1.82,0.18,-2,4,-0.0588
"C36H70O4","aliphatic","aliphatic",0,-1.7222,1.94,0.11,-2,2,-0.0556
"C28H41O11N1","unsaturated/lignin","unsaturated/lignin",0.1163,-0.5714,1.46,0.39,-3,9,-0.1071
"C30H49O9N1","aliphatic","aliphatic+N",0.0612,-0.9333,1.63,0.3,-3,7,-0.1
"C34H65O5N1","aliphatic","aliphatic+N",-0.0164,-1.5294,1.91,0.15,-3,3,-0.0882
"C26H32O14","unsaturated/lignin","unsaturated/lignin",0.2105,-0.1538,1.23,0.54,-3,11,-0.1154
"C30H32O11","unsaturated/lignin","unsaturated/lignin",0.3878,-0.3333,1.07,0.37,4,15,0.1333
"C27H36O13","unsaturated/lignin","unsaturated/lignin",0.1707,-0.3704,1.33,0.48,-3,10,-0.1111
"C35H36O7","unsaturated/lignin","unsaturated/lignin",0.4603,-0.6286,1.03,0.2,11,18,0.3143
"C28H40O12","unsaturated/lignin","unsaturated/lignin",0.1364,-0.5714,1.43,0.43,-3,9,-0.1071
"C29H44O11","aliphatic","aliphatic",0.1064,-0.7586,1.52,0.38,-3,8,-0.1034
"C30H49O8P1","aliphatic","aliphatic",0.08,-1.1,1.63,0.27,-2,7,-0.0667
"C30H48O10","aliphatic","aliphatic",0.08,-0.9333,1.6,0.33,-3,7,-0.1
"C31H52O9","aliphatic","aliphatic",0.0566,-1.0968,1.68,0.29,-3,6,-0.0968
"C35H52O6","unsaturated/lignin","unsaturated/lignin",0.2188,-1.1429,1.49,0.17,4,10,0.1143
"C32H56O8","aliphatic","aliphatic",0.0357,-1.25,1.75,0.25,-3,5,-0.0938
"C33H60O7","aliphatic","aliphatic",0.0169,-1.3939,1.82,0.21,-3,4,-0.0909
"C34H64O6","aliphatic","aliphatic",0,-1.5294,1.88,0.18,-3,3,-0.0882
"C36H72O4","aliphatic","lipid",-0.0294,-1.7778,2,0.11,-3,1,-0.0833
"C29H47O10N1","aliphatic","aliphatic+N",0.0435,-0.8276,1.62,0.34,-4,7,-0.1379
"C30H51O9N1","aliphatic","aliphatic+N",0.0204,-1,1.7,0.3,-4,6,-0.1333
"C34H51O6N1","aliphatic","aliphatic+N",0.2,-1.0588,1.5,0.18,3,10,0.0882
"C29H30O12","unsaturated/lignin","unsaturated/lignin",0.3913,-0.2069,1.03,0.41,3,15,0.1034
"C30H34O11","unsaturated/lignin","unsaturated/lignin",0.3469,-0.4,1.13,0.37,3,14,0.1
"C27H38O13","unsaturated/lignin","unsaturated/lignin",0.122,-0.4444,1.41,0.48,-4,9,-0.1481
"C31H38O10","unsaturated/lignin","unsaturated/lignin",0.3077,-0.5806,1.23,0.32,3,13,0.0968
"C28H42O12","aliphatic","aliphatic",0.0909,-0.6429,1.5,0.43,-4,8,-0.1429
"C32H42O9","unsaturated/lignin","unsaturated/lignin",0.2727,-0.75,1.31,0.28,3,12,0.0938
"C29H46O11","aliphatic","aliphatic",0.0638,-0.8276,1.59,0.38,-4,7,-0.1379
"C33H46O8","unsaturated/lignin","unsaturated/lignin",0.2414,-0.9091,1.39,0.24,3,11,0.0909
"C30H50O10","aliphatic","aliphatic",0.04,-1,1.67,0.33,-4,6,-0.1333
"C34H50O7","unsaturated/lignin","unsaturated/lignin",0.2131,-1.0588,1.47,0.21,3,10,0.0882
"C31H55O7P1","aliphatic","aliphatic",0.0189,-1.3226,1.77,0.23,-3,5,-0.0968
"C31H54O9","aliphatic","aliphatic",0.0189,-1.1613,1.74,0.29,-4,5,-0.129
"C35H54O6","aliphatic","aliphatic",0.1875,-1.2,1.54,0.17,3,9,0.0857
"C32H58O8","aliphatic","aliphatic",0,-1.3125,1.81,0.25,-4,4,-0.125
"C33H62O7","aliphatic","aliphatic",-0.0169,-1.4545,1.88,0.21,-4,3,-0.1212
"C27H41O12N1","aliphatic","aliphatic+N",0.05,-0.5185,1.52,0.44,-5,8,-0.1852
"C29H49O10N1","aliphatic","aliphatic+N",0,-0.8966,1.69,0.34,-5,6,-0.1724
"C33H49O7N1","unsaturated/lignin","unsaturated/lignin",0.193,-0.9697,1.48,0.21,2,10,0.0606
"C36H73O1N1","aliphatic","lipid",-0.0145,-1.8889,2.03,0.03,-1,1,-0.0278
"C25H28O13","unsaturated/lignin","unsaturated/lignin",0.2973,-0.08,1.12,0.52,-1,12,-0.04
"C29H32O12","unsaturated/lignin","unsaturated/lignin",0.3478,-0.2759,1.1,0.41,2,14,0.069
"C30H36O11","unsaturated/lignin","unsaturated/lignin",0.3061,-0.4667,1.2,0.37,2,13,0.0667
"C27H40O13","unsaturated/lignin","unsaturated/lignin",0.0732,-0.5185,1.48,0.48,-5,8,-0.1852
"C31H40O10","unsaturated/lignin","unsaturated/lignin",0.2692,-0.6452,1.29,0.32,2,12,0.0645
"C28H44O12","aliphatic","aliphatic",0.0455,-0.7143,1.57,0.43,-5,7,-0.1786
"C32H44O9","unsaturated/lignin","unsaturated/lignin",0.2364,-0.8125,1.38,0.28,2,11,0.0625
"C30H48O8","aliphatic","aliphatic",0.1154,-1.0667,1.6,0.27,-1,7,-0.0333
"C29H48O11","aliphatic","aliphatic",0.0213,-0.8966,1.66,0.38,-5,6,-0.1724
"C33H48O8","unsaturated/lignin","unsaturated/lignin",0.2069,-0.9697,1.45,0.24,2,10,0.0606
"C30H53O8P1","aliphatic","aliphatic",0,-1.2333,1.77,0.27,-4,5,-0.1333
"C30H52O10","aliphatic","aliphatic",0,-1.0667,1.73,0.33,-5,5,-0.1667
"C34H52O7","aliphatic","aliphatic",0.1803,-1.1176,1.53,0.21,2,9,0.0588
"C31H56O9","aliphatic","aliphatic",-0.0189,-1.2258,1.81,0.29,-5,4,-0.1613
"C35H56O6","aliphatic","aliphatic",0.1562,-1.2571,1.6,0.17,2,8,0.0571
"C32H60O8","aliphatic","aliphatic",-0.0357,-1.375,1.88,0.25,-5,3,-0.1562
"C36H60O5","aliphatic","aliphatic",0.1343,-1.3889,1.67,0.14,2,7,0.0556
"C33H64O7","aliphatic","aliphatic",-0.0508,-1.5152,1.94,0.21,-5,2,-0.1515
"C36H72O2","aliphatic","lipid",0,-1.8889,2,0.06,-1,1,-0.0278
"C19H27O19N1","unsaturated/lignin","unsaturated/lignin",-0.4118,0.7368,1.42,1,-13,7,-0.6842
"C31H43O9N1","unsaturated/lignin","unsaturated/lignin",0.2157,-0.7097,1.39,0.29,1,11,0.0323
"C33H51O7N1","aliphatic","aliphatic+N",0.1579,-1.0303,1.55,0.21,1,9,0.0303
"C28H30O13","unsaturated/lignin","unsaturated/lignin",0.3488,-0.1429,1.07,0.46,1,14,0.0357
"C30H34O9","unsaturated/lignin","unsaturated/lignin",0.3725,-0.5333,1.13,0.3,5,14,0.1667
"C29H34O12","unsaturated/lignin","unsaturated/lignin",0.3043,-0.3448,1.17,0.41,1,13,0.0345
"C26H38O14","unsaturated/lignin","unsaturated/lignin",0.0526,-0.3846,1.46,0.54,-6,8,-0.2308
"C30H38O11","unsaturated/lignin","unsaturated/lignin",0.2653,-0.5333,1.27,0.37,1,12,0.0333
"C27H42O13","aliphatic","aliphatic",0.0244,-0.5926,1.56,0.48,-6,7,-0.2222
"C31H42O10","unsaturated/lignin","unsaturated/lignin",0.2308,-0.7097,1.35,0.32,1,11,0.0323
"C28H46O12","aliphatic","aliphatic",0,-0.7857,1.64,0.43,-6,6,-0.2143
"C39H42O4","unsaturated/lignin","unsaturated/lignin",0.4595,-0.8718,1.08,0.1,15,19,0.3846
"C32H46O9","unsaturated/lignin","unsaturated/lignin",0.2,-0.875,1.44,0.28,1,10,0.0312
"C29H50O11","aliphatic","aliphatic",-0.0213,-0.9655,1.72,0.38,-6,5,-0.2069
"C33H50O8","aliphatic","aliphatic",0.1724,-1.0303,1.52,0.24,1,9,0.0303
"C30H54O10","aliphatic","aliphatic",-0.04,-1.1333,1.8,0.33,-6,4,-0.2
"C34H54O7","aliphatic","aliphatic",0.1475,-1.1765,1.59,0.21,1,8,0.0294
"C31H58O9","aliphatic","aliphatic",-0.0566,-1.2903,1.87,0.29,-6,3,-0.1935
"C35H58O6","aliphatic","aliphatic",0.125,-1.3143,1.66,0.17,1,7,0.0286
"C32H62O8","aliphatic","aliphatic",-0.0714,-1.4375,1.94,0.25,-6,2,-0.1875
"C36H62O5","aliphatic","aliphatic",0.1045,-1.4444,1.72,0.14,1,6,0.0278
"C31H45O9N1","unsaturated/lignin","unsaturated/lignin",0.1765,-0.7742,1.45,0.29,0,10,0
"C33H53O7N1","aliphatic","aliphatic+N",0.1228,-1.0909,1.61,0.21,0,8,0
"C33H65O4N1","aliphatic","aliphatic+N",-0.0333,-1.6364,1.97,0.12,-3,2,-0.0909
"C28H32O13","unsaturated/lignin","unsaturated/lignin",0.3023,-0.2143,1.14,0.46,0,13,0
"C29H36O12","unsaturated/lignin","unsaturated/lignin",0.2609,-0.4138,1.24,0.41,0,12,0
"C26H40O14","aliphatic","aliphatic",0,-0.4615,1.54,0.54,-7,7,-0.2692
"C30H40O11","unsaturated/lignin","unsaturated/lignin",0.2245,-0.6,1.33,0.37,0,11,0
"C27H44O13","aliphatic","aliphatic",-0.0244,-0.6667,1.63,0.48,-7,6,-0.2593
"C38H40O5","unsaturated/lignin","unsaturated/lignin",0.4648,-0.7895,1.05,0.13,14,19,0.3684
"C31H44O10","unsaturated/lignin","unsaturated/lignin",0.1923,-0.7742,1.42,0.32,0,10,0
"C28H48O12","aliphatic","aliphatic",-0.0455,-0.8571,1.71,0.43,-7,5,-0.25
"C32H48O9","aliphatic","aliphatic",0.1636,-0.9375,1.5,0.28,0,9,0
"C29H52O11","aliphatic","aliphatic",-0.0638,-1.0345,1.79,0.38,-7,4,-0.2414
"C33H52O8","aliphatic","aliphatic",0.1379,-1.0909,1.58,0.24,0,8,0
"C30H56O10","aliphatic","aliphatic",-0.08,-1.2,1.87,0.33,-7,3,-0.2333
"C34H56O7","aliphatic","aliphatic",0.1148,-1.2353,1.65,0.21,0,7,0
"C31H60O9","aliphatic","aliphatic",-0.0943,-1.3548,1.94,0.29,-7,2,-0.2258
"C35H60O6","aliphatic","aliphatic",0.0938,-1.3714,1.71,0.17,0,6,0
"C36H64O5","aliphatic","aliphatic",0.0746,-1.5,1.78,0.14,0,5,0
"C32H51O8N1","aliphatic","aliphatic+N",0.1111,-1,1.59,0.25,-1,8,-0.0312
"C29H34O10","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4828,1.17,0.34,3,13,0.1034
"C28H34O13","unsaturated/lignin","unsaturated/lignin",0.2558,-0.2857,1.21,0.46,-1,12,-0.0357
"C29H38O12","unsaturated/lignin","unsaturated/lignin",0.2174,-0.4828,1.31,0.41,-1,11,-0.0345
"C28H46O8S1","aliphatic","aliphatic",0.0435,-1,1.64,0.29,-3,6,-0.1071
"C30H42O11","unsaturated/lignin","unsaturated/lignin",0.1837,-0.6667,1.4,0.37,-1,10,-0.0333
"C27H46O13","aliphatic","aliphatic",-0.0732,-0.7407,1.7,0.48,-8,5,-0.2963
"C31H46O10","unsaturated/lignin","unsaturated/lignin",0.1538,-0.8387,1.48,0.32,-1,9,-0.0323
"C28H50O12","aliphatic","aliphatic",-0.0909,-0.9286,1.79,0.43,-8,4,-0.2857
"C32H50O9","aliphatic","aliphatic",0.1273,-1,1.56,0.28,-1,8,-0.0312
"C29H54O11","aliphatic","aliphatic",-0.1064,-1.1034,1.86,0.38,-8,3,-0.2759
"C33H54O8","aliphatic","aliphatic",0.1034,-1.1515,1.64,0.24,-1,7,-0.0303
"C30H58O10","aliphatic","aliphatic",-0.12,-1.2667,1.93,0.33,-8,2,-0.2667
"C34H58O7","aliphatic","aliphatic",0.082,-1.2941,1.71,0.21,-1,6,-0.0294
